nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;27.058;28.728;27.058;28.728;26.98;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-29;1154.351;108.8231;1154.351;108.8231;1147.771;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-29;787.425;54.972;787.425;54.972;797.295;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-29;32.543;93.8344;32.543;93.8344;32.747;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-29;1033.919;52.1084;1033.919;52.1084;1011.967;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-29;731.135;110.341;731.135;110.341;768.978;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-29;223.522;48.8695;223.522;48.8695;221.734;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-29;313.888;208.7465;313.888;208.7465;315.57;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-29;1353.644;81.4883;1353.644;81.4883;1310.427;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-29;181.333;51.0459;180.14;50.71;165.204;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;292.379;81.3724;292.379;81.3724;293.643;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-29;15.547;46.4367;15.547;46.4367;15.23;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-29;28.516;49.7104;23.912;41.6845;29.022;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-29;157.638;48.1897;157.638;48.1897;155.029;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;386.942;100.6992;386.942;100.6992;387.362;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;432.485;88.0493;432.485;88.0493;382.783;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;12.872;26.2877;8.062;16.4646;13.586;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-29;887.885;52.1316;887.885;52.1316;192.358;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-29;1270.844;52.1316;1270.844;52.1316;2147.136;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-29;439.89;91.0592;439.89;91.0592;461.495;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;165.638;225.1327;165.638;225.1327;156.522;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;12.343;29.2471;12.343;29.2471;12.767;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-29;38.941;50.0;38.941;50.0;39.171;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-29;51.692;100.2794;51.692;100.2794;54.837;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-29;36.131;81.1249;30.278;67.9832;36.546;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-29;30.953;21.3337;30.953;21.3337;31.36;145.0899
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-29;467.159;64.2394;396.605;54.5374;471.295;727.216
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;59.361;97.6647;59.361;97.6647;59.86;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;60.362;84.3219;48.816;68.1929;60.18;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-29;138.89;98.971;138.89;98.971;135.917;140.334
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;22.324;29.2472;22.324;29.2472;23.072;76.3286
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-29;159.031;83.6514;130.293;68.535;159.399;190.1116
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-01-29;63.792;46.4514;63.792;46.4514;61.169;137.3307
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-29;1457.662;74.2009;1457.662;74.2009;1499.504;1964.48
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-29;120.547;51.732;99.247;42.5913;122.838;233.022
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-29;23.608;39.327;23.608;39.327;23.272;60.03
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-29;78.772;62.3636;78.772;62.3636;77.464;126.3108
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-29;96.693;91.1612;71.263;67.186;94.896;106.0682
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-29;64.16;104.5721;64.16;104.5721;63.189;61.3548
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-01-29;44.658;43.3117;44.658;43.3117;44.459;103.1083
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;120.753;37.696;120.753;37.696;125.298;320.334
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;245.135;123.859;245.135;123.859;233.423;197.9145
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;44.107;45.8639;44.107;45.8639;44.813;96.1694
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-29;55.688;36.9381;38.833;25.7581;55.576;150.7604
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;58.364;54.9323;58.364;54.9323;58.578;106.2472
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-29;266.157;40.0017;266.157;40.0017;264.81;665.3644
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-29;109.088;47.3937;109.088;47.3937;106.019;230.174
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;29.234;30.188;6.693;6.9114;29.924;96.8399
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-29;222.397;40.3524;222.397;40.3524;222.143;551.1373
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-01-29;112.003;55.2088;110.239;54.3393;112.372;202.8715
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-29;334.065;40.615;334.065;40.615;333.498;822.5162
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-29;435.755;323.2949;435.755;323.2949;401.899;134.7856
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;112.335;254.4509;112.335;254.4509;100.05;44.148
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-29;37.111;48.5845;37.111;48.5845;36.283;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-29;4618.707;121.7354;3531.036;93.0676;3704.108;3794.0553
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-29;33.363;72.912;31.521;68.8865;33.204;45.7579
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-29;25.261;79.5918;25.261;79.5918;25.465;31.7382
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-29;922.798;111.553;805.368;97.3574;799.555;827.2283
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-29;49.176;61.3186;49.176;61.3186;48.463;80.1975
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-29;259.984;71.5006;259.984;71.5006;250.33;363.6108
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-29;2621.221;104.5276;2621.221;104.5276;2524.547;2507.683
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-29;301.656;41.4008;301.656;41.4008;306.554;728.624
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-29;938.961;65.6364;938.961;65.6364;919.695;1430.55
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;202.005;63.818;202.005;63.818;199.586;316.53285
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-29;252.785;74.0626;245.249;71.8547;212.031;341.3124
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-29;548.951;50.4281;548.951;50.4281;515.194;1088.5805
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-29;68.058;76.0;49.432;55.2004;67.967;89.55
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-01-29;28.759;38.7757;28.759;38.7757;28.622;74.1675
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-29;93.033;58.3266;93.033;58.3266;96.896;159.5035
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-01-29;14.285;33.7995;14.285;33.7995;14.177;42.264
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-29;130.826;37.3994;130.826;37.3994;124.796;349.8075
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-29;2068.046;113.1297;1750.15;95.7396;2071.447;1828.0318
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-29;245.847;49.6989;245.847;49.6989;249.787;494.6725
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-01-29;1052.705;169.4359;1052.705;169.4359;1066.865;621.3
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-01-29;4378.306;54.0165;4378.306;54.0165;4091.608;8105.5008
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-29;519.974;98.4483;519.974;98.4483;501.315;528.1696
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-29;2558.515;53.0317;2558.515;53.0317;2611.505;4824.4975
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;25.356;50.0426;25.356;50.0426;24.811;50.6688
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;1262.546;76.2948;1262.546;76.2948;1186.71;1654.825
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-30;159.55;40.7134;159.039;40.583;164.795;391.8856
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-30;224.633;51.4568;224.633;51.4568;50.999;436.5468
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-01-30;103.29;85.6536;103.29;85.6536;110.394;120.5904
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;43.36;46.6816;41.432;44.6059;44.825;92.8846
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-30;84.645;49.1131;82.947;48.1279;83.155;172.347
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-30;68.491;36.6142;68.491;36.6142;67.668;187.0614
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-01-30;146.571;173.9922;146.571;173.9922;142.284;84.24
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-30;105.659;75.1311;105.659;75.1311;103.197;140.6328
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;23.243;51.1512;23.243;51.1512;22.657;45.4398
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-30;149.045;55.7195;149.045;55.7195;148.786;267.4917
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;69.031;105.6515;69.031;105.6515;67.722;65.3384
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-01-30;5116.591;91.3915;5116.591;91.3915;5068.271;5598.54
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-01-30;132.262;54.9575;132.262;54.9575;126.577;240.6624
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;723.063;97.7723;722.253;97.6628;760.071;739.5374
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;239.576;79.4018;239.576;79.4018;234.124;301.726
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;201.75;79.2028;201.75;79.2028;202.061;254.7259
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-30;85.303;108.5343;73.774;93.8655;88.712;78.5954
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;111.819;142.5163;111.819;142.5163;110.688;78.4605
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;32.054;47.4494;32.054;47.4494;32.246;67.554
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;47.437;94.4223;47.437;94.4223;50.182;50.2392
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-30;187.825;48.7209;187.825;48.7209;188.869;385.512
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-30;365.193;61.4674;365.193;61.4674;359.602;594.1248
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-30;61.344;51.214;61.344;51.214;58.754;119.7798
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;33.565;32.8122;33.565;32.8122;33.669;102.2943
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;27.574;32.2902;27.574;32.2902;28.136;85.3944
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;213.356;37.9149;213.356;37.9149;223.207;562.7232
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;39.67;53.8339;39.67;53.8339;38.704;73.6896
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;80.202;25.8131;80.202;25.8131;78.553;310.7031
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-30;107.244;106.499;86.063;85.4652;105.337;100.6995
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-30;240.512;75.4511;214.121;67.172;179.036;318.7652
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;327.691;72.6137;327.691;72.6137;332.992;451.2798
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;71.943;80.0266;69.167;76.9386;70.329;89.8989
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;97.496;80.3171;95.745;78.8747;96.754;121.3888
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-01-30;24.398;96.2336;24.398;96.2336;20.933;25.3529
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;63.412;89.1279;63.412;89.1279;64.424;71.1472
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-30;536.285;126.4754;260.844;61.5164;512.603;424.0232
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;148.187;128.2662;148.187;128.2662;145.176;115.5308
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;1295.458;129.9082;1295.458;129.9082;1243.997;997.2102
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;18.834;58.5489;18.834;58.5489;18.481;32.168
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-01-30;678.614;48.1825;678.614;48.1825;611.734;1408.425
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-01-30;88.706;104.7377;88.706;104.7377;91.97;84.6935
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;106.732;87.7997;106.732;87.7997;106.832;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-30;199.138;51.5081;164.893;42.6505;199.881;386.6148
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;33.226;44.7518;33.226;44.7518;32.869;74.245
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-01-30;48.131;58.5255;48.131;58.5255;49.996;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;311.871;149.5748;311.871;149.5748;298.35;208.505
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;161.213;79.6928;161.213;79.6928;164.98;202.293
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;1474.766;106.0187;1474.766;106.0187;1200.23;1391.043
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-01-30;209.736;30.9774;209.736;30.9774;198.948;677.0622
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-01-30;106.115;66.7999;106.115;66.7999;105.893;158.855
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-30;42.059;51.5612;42.059;51.5612;42.03;81.5711
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-01-30;105.916;33.0918;105.916;33.0918;104.298;320.067
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-30;56.74;102.0005;56.74;102.0005;56.651;55.6272
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-30;55.907;37.5273;55.907;37.5273;55.422;148.9768
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-01-30;684.025;179.7164;684.025;179.7164;682.327;380.6136
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-01-30;2785.986;83.0829;2785.986;83.0829;2860.211;3353.2623
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-30;113.103;71.7114;113.103;71.7114;113.677;157.7196
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;329.455;107.2483;329.455;107.2483;316.617;307.1891
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;214.082;91.9152;206.517;88.6672;217.523;232.9124
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-01-30;265.765;55.4152;265.765;55.4152;267.197;479.589
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-30;274.848;42.7341;274.848;42.7341;273.484;643.1579
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-01-30;10218.574;67.9601;10218.574;67.9601;10527.215;15036.1432
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-01-30;343.407;62.0529;323.387;58.4353;346.278;553.41
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;128.796;97.9887;128.796;97.9887;123.139;131.4396
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-30;41.63;54.7176;41.63;54.7176;41.649;76.0815
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-30;66.299;54.7174;66.299;54.7174;66.404;121.1661
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;1792.77;97.5625;1792.77;97.5625;1643.673;1837.5605
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;55.685;94.4207;55.685;94.4207;56.364;58.9754
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;125.308;111.7733;0.0;0.0;130.225;112.1091
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;834.866;107.6157;765.846;98.7189;829.629;775.7848
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;20.11;88.5232;20.11;88.5232;18.509;22.7172
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-30;76.775;86.0213;76.775;86.0213;76.517;89.2512
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-01-30;4505.002;123.6105;3933.827;107.9383;4017.917;3644.515
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-01-30;1451.173;78.1436;1451.173;78.1436;1478.753;1857.06
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-01-30;43.416;91.3944;39.259;82.6436;44.722;47.504
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;25.523;27.0983;25.523;27.0983;25.457;94.1868
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;1138.356;107.3153;1138.356;107.3153;1133.17;1060.7587
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-01-30;858.094;59.9056;858.094;59.9056;826.964;1432.4115
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;42.828;123.4902;42.828;123.4902;41.296;34.6813
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-30;1020.533;51.4337;1020.533;51.4337;998.261;1984.17
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;704.839;106.3725;704.839;106.3725;741.145;662.6139
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-30;222.934;48.7409;222.934;48.7409;219.751;457.3859
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-01-30;235.016;156.2939;235.016;156.2939;236.1;150.368
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-01-30;1485.655;89.4353;1485.655;89.4353;1443.683;1661.1515
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-01-30;148.153;41.7056;141.589;39.8578;132.308;355.2354
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;287.783;80.0932;287.783;80.0932;288.493;359.31
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-30;12.782;38.178;12.782;38.178;12.672;33.48
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-01-30;28.601;49.8586;23.997;41.8327;29.036;57.3642
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-01-30;164.579;50.3115;164.579;50.3115;161.049;327.12
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;386.942;100.6992;386.942;100.6992;387.362;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-01-30;429.265;87.3937;429.265;87.3937;377.861;491.1852
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;12.797;26.1346;8.757;17.8839;13.554;48.9658
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-30;876.39;51.4567;876.39;51.4567;212.61;1703.16
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-01-30;1254.391;51.4567;1254.391;51.4567;2092.546;2437.7598
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-01-30;478.003;98.9488;467.339;96.7413;501.05;483.0812
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-01-30;109.218;148.4475;109.218;148.4475;103.112;73.5735
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-01-30;11.562;27.3965;11.562;27.3965;12.035;42.2025
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-01-30;28.816;36.9996;28.816;36.9996;28.977;77.882
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-01-30;58.106;112.7221;58.106;112.7221;61.57;51.548
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-01-30;34.699;77.9096;28.591;64.1953;35.34;44.5375
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-01-30;27.254;18.7842;27.254;18.7842;27.615;145.0899
