nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;ena_data;ena_bruta_res_mwmed;ena_bruta_res_percentualmlt;ena_armazenavel_res_mwmed;ena_armazenavel_res_percentualmlt;ena_queda_bruta;mlt_ena
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-02-05;43.806;69.0637;43.806;69.0637;43.098;63.4284
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;447.657;70.5753;259.106;40.8493;444.427;634.297
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;130.535;110.1268;130.535;110.1268;126.864;118.5316
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;1270.024;127.5058;1270.024;127.5058;1202.523;996.052
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;22.851;67.6537;22.851;67.6537;21.926;33.7764
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-02-05;834.281;49.344;834.281;49.344;708.264;1690.743
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-02-05;124.096;79.9863;124.096;79.9863;124.444;155.1465
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;137.771;113.333;137.771;113.333;137.971;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-05;187.616;41.7204;152.019;33.8046;185.916;449.6988
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;53.042;64.1941;51.366;62.1657;51.797;82.6275
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-02-05;32.821;39.9091;32.821;39.9091;33.987;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;250.167;113.3157;250.167;113.3157;239.631;220.77
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;124.311;68.6805;124.311;68.6805;125.669;180.999
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-05;1402.555;108.2284;1402.555;108.2284;1343.061;1295.922
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-02-05;263.781;36.2102;263.781;36.2102;243.347;728.4708
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-02-05;138.776;80.889;138.776;80.889;138.348;171.5634
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-05;46.134;48.4459;46.134;48.4459;44.69;95.2278
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-02-05;101.162;31.2987;101.162;31.2987;98.363;323.2152
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;51.841;88.2887;51.841;88.2887;51.797;58.7176
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-05;60.708;53.3716;60.708;53.3716;60.495;113.7458
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-02-05;555.923;143.9117;555.923;143.9117;555.716;386.2944
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-02-05;3674.718;104.4868;3674.718;104.4868;3789.875;3516.921
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-02-05;154.331;92.8413;154.331;92.8413;153.615;166.2309
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;312.052;106.604;312.052;106.604;302.841;292.7206
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;311.397;132.4676;289.781;123.2722;315.131;235.074
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-02-05;444.666;132.4545;444.666;132.4545;448.049;335.7123
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-05;256.745;33.6389;256.745;33.6389;252.216;763.2383
ITAIPU;66;Fio dagua;PARANA;ITAIPU;SE;SUDESTE;2026-02-05;11823.533;72.8288;11823.533;72.8288;11939.706;16234.6912
ITAPEBI;154;Fio dagua;JEQUITINHONHA;NORDESTE;NE;NORDESTE;2026-02-05;325.711;78.2715;310.696;74.6632;326.098;416.13
ITAUBA;113;Fio dagua;JACUI;SUL;S;SUL;2026-02-05;92.159;79.221;92.159;79.221;85.752;116.3316
ITIQUIRA I;304;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-02-05;57.476;66.7767;52.865;61.4195;57.641;86.072
ITIQUIRA II;305;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-02-05;91.535;66.7764;91.535;66.7764;91.64;137.0768
ITUMBIARA;31;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;1970.371;103.4305;1970.371;103.4305;1806.503;1905.0197
ITUTINGA;2;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;36.236;67.5868;36.236;67.5868;36.086;53.614
JACUI;112;Fio dagua;JACUI;SUL;S;SUL;2026-02-05;92.454;93.774;0.0;0.0;96.021;98.5924
JAGUARA;9;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;775.86;105.5926;775.86;105.5926;775.744;734.7672
JAGUARI;120;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;31.231;128.7022;31.231;128.7022;28.9;24.2661
JAURU;195;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-02-05;65.395;70.3399;65.395;70.3399;65.169;92.97
JIRAU;285;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;4807.04;102.5296;3777.685;80.5745;4219.826;4688.44
JUPIA;45;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-02-05;1991.7;101.7004;1991.7;101.7004;2048.919;1958.4
JURUENA;309;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-02-05;42.525;86.2832;37.181;75.4402;43.921;49.2854
JURUMIRIM;47;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;36.948;35.6023;36.948;35.6023;36.931;103.7799
L. C. BARRETO;8;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;1054.707;105.2561;1054.707;105.2561;1057.836;1002.0391
LAJEADO;261;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-02-05;723.051;44.1528;723.051;44.1528;690.707;1637.61
LIMOEIRO;16;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;38.507;108.9492;38.507;108.9492;38.029;35.344
LUIZ GONZAGA;172;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-05;1379.963;65.0785;1379.963;65.0785;1342.76;2120.46
M. MORAES;7;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-05;655.037;105.1935;655.037;105.1935;681.916;622.6974
MACHADINHO;91;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-05;224.602;41.1981;224.602;41.1981;220.379;545.1759
MANSO;278;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;2026-02-05;201.615;116.0468;201.615;116.0468;203.992;173.736
MARIMBONDO;17;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-05;1856.846;109.7265;1856.846;109.7265;1789.115;1692.2495
MASCARENHAS;144;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-05;189.938;67.9191;188.147;67.2786;178.686;279.6534
MIRANDA;26;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;310.667;85.2858;310.667;85.2858;311.213;364.266
MONJOLINHO;94;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-05;6.545;20.8972;6.545;20.8972;6.451;31.32
MONTE CLARO;98;Fio dagua;JACUI;SUL;S;SUL;2026-02-05;22.751;32.6143;18.148;26.0158;23.155;69.7577
N. AVANHANDAVA;42;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-02-05;300.369;86.799;300.369;86.799;290.2;346.0512
NILO PEÇANHA;131;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;386.942;100.6992;386.942;100.6992;386.897;384.2553
NOVA PONTE;25;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;450.479;90.8188;450.479;90.8188;398.793;496.0197
OURINHOS;249;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;18.438;35.6251;14.493;28.0028;19.378;51.7556
P. AFONSO 1,2,3;174;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-05;1185.053;64.8619;1185.053;64.8619;411.624;1827.04
P. AFONSO 4;175;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-05;1696.185;64.8619;1696.185;64.8619;2664.427;2615.0712
P. COLOMBIA;12;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;514.203;109.3573;473.359;100.6709;526.244;470.2044
PARAIBUNA;121;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;54.949;70.018;54.949;70.018;52.259;78.4784
PARANAPANEMA;53;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;16.705;35.7977;16.705;35.7977;17.179;46.665
PASSO FUNDO;93;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-05;14.241;18.8232;14.241;18.8232;14.306;75.6568
PASSO REAL;111;Reservatório com Usina;JACUI;SUL;S;SUL;2026-02-05;42.87;94.6596;42.87;94.6596;45.341;45.2886
PASSO SAO JOAO;102;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-05;27.911;74.1013;22.058;58.5621;28.074;37.666
PEDRA DO CAVALO;189;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;2026-02-05;20.901;14.7923;20.901;14.7923;21.179;141.2967
PEIXE ANGICAL;257;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-02-05;402.731;49.3209;402.731;49.3209;408.564;816.5528
PEREIRA PASSOS;133;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;63.044;103.7242;63.044;103.7242;63.271;60.7804
PICADA;126;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;38.425;53.6773;38.425;53.6773;38.35;71.5852
PIMENTAL;314;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-02-05;146.94;53.7734;146.94;53.7734;143.453;273.258
PIRAJU;48;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;30.213;35.7976;30.213;35.7976;31.213;84.3996
PONTE DE PEDRA;281;Fio dagua;PARAGUAI;SUDESTE;SE;SUDESTE;2026-02-05;201.032;99.9341;170.084;84.5497;202.19;201.1646
PORTO ESTRELA;135;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;2026-02-05;92.498;82.5365;92.498;82.5365;90.068;112.0692
PORTO PRIMAVERA;46;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-02-05;1892.95;89.9649;1892.95;89.9649;1939.579;2104.0984
PROMISSÃO;40;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-02-05;206.757;84.1153;206.757;84.1153;218.457;245.802
QUEBRA QUEIXO;95;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-05;20.327;30.2148;20.327;30.2148;20.006;67.275
QUEIMADO;162;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-02-05;152.147;117.405;152.147;117.405;150.918;129.5916
RETIRO BAIXO;155;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-02-05;96.689;106.6306;79.625;87.8121;94.505;90.6766
RONDON II;276;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;69.315;97.1909;69.315;97.1909;69.176;71.3184
ROSAL;217;Fio dagua;ITABAPOANA;SUDESTE;SE;SUDESTE;2026-02-05;68.643;86.4042;58.501;73.6379;67.901;79.4441
ROSANA;63;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;148.885;44.9538;148.885;44.9538;147.866;331.1959
S.DO FACÃO;21;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;194.852;97.4937;194.852;97.4937;185.963;199.8612
S.R.VERDINHO;241;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;62.753;60.5412;62.753;60.5412;63.346;103.6534
SA CARVALHO;193;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-05;57.888;50.2599;56.952;49.4473;57.799;115.1772
SALTO;262;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;71.055;61.8941;71.055;61.8941;71.246;114.801
SALTO CAXIAS;82;Fio dagua;IGUACU;IGUACU;S;SUL;2026-02-05;273.057;38.8495;273.057;38.8495;268.884;702.8576
SALTO GRANDE CM;134;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-05;160.416;85.4786;159.614;85.0513;159.846;187.668
SALTO GRANDE CS;50;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;45.974;44.2867;20.615;19.8584;47.298;103.81
SALTO OSORIO;78;Fio dagua;IGUACU;IGUACU;S;SUL;2026-02-05;226.507;38.7924;226.507;38.7924;226.783;583.8952
SALTO PILAO;215;Fio dagua;ITAJAI;SUL;S;SUL;2026-02-05;182.284;78.8777;180.52;78.1144;181.881;231.0971
SALTO SANTIAGO;77;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-02-05;335.412;38.5226;335.412;38.5226;332.666;870.6896
SAMUEL;279;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;262.846;125.7135;262.846;125.7135;240.809;209.0834
SANTA BRANCA;122;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;34.836;73.4022;34.836;73.4022;31.807;47.4591
SANTA CLARA-PR;71;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-02-05;29.839;39.0643;29.839;39.0643;28.819;76.3844
SANTO ANTONIO;287;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-05;4981.985;102.1103;4312.222;88.3829;3826.784;4879.0245
SAO DOMINGOS;153;Fio dagua;PARANA;PARANA;SE;SUDESTE;2026-02-05;47.662;100.7794;45.819;96.8824;47.42;47.2934
SAO JOSE;101;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-05;19.753;73.5532;19.753;73.5532;19.331;26.8554
SAO MANOEL;230;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-02-05;932.313;95.685;849.341;87.1694;800.271;974.3566
SAO ROQUE;88;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-05;41.993;44.2327;41.993;44.2327;39.552;94.9365
SAO SALVADOR;253;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-02-05;225.772;54.6898;225.772;54.6898;220.043;412.8229
SÃO SIMÃO;33;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-05;2965.726;113.1062;2965.726;113.1062;2916.676;2622.073
SEGREDO;76;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-02-05;297.597;38.3683;297.597;38.3683;303.801;775.632
SERRA DA MESA;251;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;2026-02-05;955.857;58.8182;955.857;58.8182;927.556;1625.1048
SIMPLICIO;129;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;201.214;63.824;201.214;63.824;198.86;315.26379
SINOP;227;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-02-05;302.706;78.462;294.926;76.4454;248.349;385.7997
SOBRADINHO;169;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-05;870.144;75.9687;870.144;75.9687;825.472;1145.3973
SOBRAGI;127;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-05;52.29;60.3223;14.321;16.5209;52.24;86.6844
STA.CLARA-MG;283;Fio dagua;MUCURI;SUDESTE;SE;SUDESTE;2026-02-05;33.011;62.2368;33.011;62.2368;32.886;53.041
STO ANTONIO DO JARI;286;Fio dagua;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-02-05;109.226;43.931;109.226;43.931;110.33;248.631
SUIÇA;145;Fio dagua;SANTA MARIA VIT;SUDESTE;SE;SUDESTE;2026-02-05;36.051;106.6244;36.051;106.6244;35.859;33.8112
TAQUARUÇU;62;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-05;164.396;45.5781;164.396;45.5781;159.232;360.6904
TELES PIRES;229;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-02-05;2054.229;95.3898;1816.691;84.3596;2044.019;2153.5094
TRÊS IRMÃOS;43;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-02-05;494.141;92.5852;494.141;92.5852;503.581;533.715
TRÊS MARIAS;156;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;2026-02-05;925.628;161.0774;925.628;161.0774;957.14;574.648
TUCURUI;275;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;2026-02-05;4769.181;43.1268;4769.181;43.1268;4341.319;11058.5016
VOLTA GRANDE;11;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-05;553.369;108.9169;553.369;108.9169;533.312;508.0654
XINGO;178;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-05;3054.678;58.9062;3054.678;58.9062;3092.66;5185.661
14 DE JULHO;99;Fio dagua;JACUI;SUL;S;SUL;2026-02-06;19.438;31.7486;19.438;31.7486;19.159;61.2248
A. VERMELHA;18;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-06;1832.502;107.1435;1832.502;107.1435;1750.054;1710.325
AIMORES;143;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-06;221.84;71.7914;221.84;71.7914;223.87;309.0064
APOLONIO SALES;173;Fio dagua;SAO FRANCISCO;NORDESTE;NE;NORDESTE;2026-02-06;326.744;69.7725;326.744;69.7725;113.366;468.2992
B. BONITA;37;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;2026-02-06;152.021;119.7167;138.701;109.2271;165.656;126.984
B.COQUEIROS;312;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;68.183;65.8832;68.183;65.8832;69.519;103.4908
BAGUARI;141;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-06;102.413;72.4056;100.715;71.2052;100.394;141.4434
BAIXO IGUACU;83;Fio dagua;IGUACU;IGUACU;S;SUL;2026-02-06;70.406;35.5854;70.406;35.5854;67.98;197.8506
BALBINA;277;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;2026-02-06;100.645;81.8731;100.645;81.8731;99.656;122.928
BARIRI;38;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-02-06;169.364;113.989;169.364;113.989;165.875;148.5792
BARRA BRAUNA;185;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-06;66.636;167.4861;34.179;85.9071;65.958;39.786
BARRA GRANDE;86;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-06;84.37;26.0318;84.37;26.0318;82.636;324.1037
BATALHA;20;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;79.485;119.063;79.485;119.063;78.623;66.7588
BELO MONTE;288;Fio dagua;AMAZONAS;BELO MONTE;N;NORTE;2026-02-06;5701.752;64.5786;5701.752;64.5786;5605.345;8829.1595
BOA ESPERANÇA;190;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;2026-02-06;145.679;54.6081;145.679;54.6081;136.562;266.772
C. DOURADA;32;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;804.633;104.6351;801.66;104.2485;846.325;768.9892
C.BRANCO-1;27;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;256.267;83.7974;256.267;83.7974;249.669;305.8172
C.BRANCO-2;28;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;215.032;82.9241;215.032;82.9241;215.036;259.3118
CACHOEIRA CALDEIRAO;204;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-02-06;121.232;84.2862;111.952;77.8343;123.115;143.8338
CACONDE;14;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-06;61.791;77.9339;61.791;77.9339;62.114;79.2864
CACU;311;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;49.131;65.4321;49.131;65.4321;49.171;75.087
CAMARGOS;1;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-06;33.483;73.3119;33.483;73.3119;35.703;45.672
CAMPOS NOVOS;90;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-06;203.272;45.1953;203.272;45.1953;203.46;449.764
CANA BRAVA;252;Fio dagua;TOCANTINS;SUDESTE;SE;SUDESTE;2026-02-06;373.1;55.4039;373.1;55.4039;362.254;673.4188
CANASTRA;87;Fio dagua;JACUI;SUL;S;SUL;2026-02-06;;;;;;
CANDONGA;139;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-06;103.8;102.4502;103.8;102.4502;99.103;101.3175
CANOAS I;52;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-06;52.548;47.7548;52.548;47.7548;53.097;110.0371
CANOAS II;51;Fio dagua;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-06;44.742;48.7887;44.742;48.7887;45.56;91.7056
CAPIVARA;61;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-06;275.788;47.6464;275.788;47.6464;286.191;578.8224
CASTRO ALVES;97;Fio dagua;JACUI;SUL;S;SUL;2026-02-06;31.736;35.3371;31.736;35.3371;30.956;89.8092
CHAVANTES;49;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;2026-02-06;133.012;40.4764;133.012;40.4764;129.936;328.6164
COARACY NUNES;280;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-02-06;154.847;84.0797;77.123;41.8767;154.171;184.167
COLIDER;228;Fio dagua;AMAZONAS;TELES PIRES;SE;SUDESTE;2026-02-06;287.312;79.8289;167.411;46.5147;193.879;359.9096
CORUMBA;30;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;456.364;91.4348;456.364;91.4348;473.88;499.1142
CORUMBA-3;203;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;95.407;96.108;95.407;96.108;92.154;99.2706
CORUMBA-4;29;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;111.882;82.9914;111.882;82.9914;110.561;134.8116
CURUA-UNA;272;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;2026-02-06;24.11;65.8704;24.11;65.8704;20.374;36.6022
D. FRANCISCA;114;Fio dagua;JACUI;SUL;S;SUL;2026-02-06;41.531;65.477;41.531;65.477;40.264;63.4284
DARDANELOS;310;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-06;452.036;71.2657;259.14;40.8547;448.774;634.297
E. DA CUNHA;15;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-06;118.785;100.2138;118.785;100.2138;116.685;118.5316
EMBORCAÇÃO;24;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;1183.942;118.8635;1183.942;118.8635;1125.175;996.052
ESPORA;290;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;20.635;61.093;20.635;61.093;19.849;33.7764
ESTREITO;267;Fio dagua;TOCANTINS;NORTE;N;NORTE;2026-02-06;847.646;50.1345;765.778;45.2924;740.034;1690.743
FERREIRA GOMES;284;Fio dagua;ARAGUARI;MANAUS-AMAPA;N;NORTE;2026-02-06;129.95;83.7595;129.95;83.7595;132.562;155.1465
FONTES;132;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-06;116.401;95.7536;116.401;95.7536;116.57;121.563
FOZ CHAPECO;103;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-06;182.183;40.5122;148.388;32.9972;180.962;449.6988
FOZ DO RIO CLARO;315;Fio dagua;PARANAIBA;PARANA;SE;SUDESTE;2026-02-06;54.653;66.1438;54.653;66.1438;53.78;82.6275
FUNDÃO;72;Fio dagua;IGUACU;IGUACU;S;SUL;2026-02-06;35.836;43.5753;31.682;38.5242;37.078;82.2393
FUNIL;123;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-06;232.078;105.1221;232.078;105.1221;223.487;220.77
FUNIL-MG;4;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-06;122.757;67.8219;122.757;67.8219;124.659;180.999
FURNAS;6;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;2026-02-06;1310.146;101.0976;1310.146;101.0976;1239.64;1295.922
G. B. MUNHOZ;74;Reservatório com Usina;IGUACU;IGUACU;S;SUL;2026-02-06;257.745;35.3817;257.745;35.3817;237.252;728.4708
G. P. SOUZA;115;Reservatório com Usina;CAPIVARI;SUL;S;SUL;2026-02-06;126.201;73.5594;126.201;73.5594;125.775;171.5634
GARIBALDI;89;Reservatório com Usina;URUGUAI;SUL;S;SUL;2026-02-06;37.305;39.1745;37.305;39.1745;36.53;95.2278
GOV JAYME CANET JR;57;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;2026-02-06;93.693;28.9878;93.693;28.9878;91.189;323.2152
GUAPORE;196;Fio dagua;AMAZONAS;MADEIRA;SE;SUDESTE;2026-02-06;52.067;88.6736;52.067;88.6736;52.025;58.7176
GUILM. AMORIM;192;Fio dagua;DOCE;SUDESTE;SE;SUDESTE;2026-02-06;67.509;59.3508;67.509;59.3508;66.9;113.7458
HENRY BORDEN;119;Fio dagua;TIETE;SUDESTE;SE;SUDESTE;2026-02-06;447.034;115.7237;447.034;115.7237;446.923;386.2944
I. SOLTEIRA;34;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;2026-02-06;3709.073;105.4636;3709.073;105.4636;3823.647;3516.921
IBITINGA;39;Fio dagua;TIETE;PARANA;SE;SUDESTE;2026-02-06;173.699;104.4926;173.699;104.4926;175.762;166.2309
IGARAPAVA;10;Fio dagua;GRANDE;PARANA;SE;SUDESTE;2026-02-06;307.335;104.9926;307.335;104.9926;296.992;292.7206
ILHA POMBOS;130;Fio dagua;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;2026-02-06;362.728;154.3038;216.82;92.2348;367.646;235.074
IRAPE;148;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;2026-02-06;351.95;104.8368;351.95;104.8368;354.459;335.7123
ITÁ;92;Fio dagua;URUGUAI;SUL;S;SUL;2026-02-06;250.372;32.8039;250.372;32.8039;247.629;763.2383
