DIA,HORA,MES_REFERENCIA,PERIODO_COMERCIALIZACAO,PLD_HORA,SUBMERCADO,_dataset,_id,_resource_id
4,10,202602,83,354.9,SUDESTE,pld_horario,619,3f279d6b-1069-42f7-9b0a-217b084729c4
4,10,202602,83,354.91,SUL,pld_horario,620,3f279d6b-1069-42f7-9b0a-217b084729c4
4,11,202602,84,354.84,NORDESTE,pld_horario,621,3f279d6b-1069-42f7-9b0a-217b084729c4
4,11,202602,84,354.84,NORTE,pld_horario,622,3f279d6b-1069-42f7-9b0a-217b084729c4
4,11,202602,84,354.84,SUDESTE,pld_horario,623,3f279d6b-1069-42f7-9b0a-217b084729c4
4,11,202602,84,354.85,SUL,pld_horario,624,3f279d6b-1069-42f7-9b0a-217b084729c4
4,12,202602,85,350.18,NORDESTE,pld_horario,625,3f279d6b-1069-42f7-9b0a-217b084729c4
4,12,202602,85,350.19,NORTE,pld_horario,626,3f279d6b-1069-42f7-9b0a-217b084729c4
4,12,202602,85,350.19,SUDESTE,pld_horario,627,3f279d6b-1069-42f7-9b0a-217b084729c4
4,12,202602,85,350.19,SUL,pld_horario,628,3f279d6b-1069-42f7-9b0a-217b084729c4
4,13,202602,86,319.66,NORDESTE,pld_horario,629,3f279d6b-1069-42f7-9b0a-217b084729c4
4,13,202602,86,319.66,NORTE,pld_horario,630,3f279d6b-1069-42f7-9b0a-217b084729c4
4,13,202602,86,319.66,SUDESTE,pld_horario,631,3f279d6b-1069-42f7-9b0a-217b084729c4
4,13,202602,86,365.24,SUL,pld_horario,632,3f279d6b-1069-42f7-9b0a-217b084729c4
4,14,202602,87,363.83,NORDESTE,pld_horario,633,3f279d6b-1069-42f7-9b0a-217b084729c4
4,14,202602,87,363.83,NORTE,pld_horario,634,3f279d6b-1069-42f7-9b0a-217b084729c4
4,14,202602,87,363.84,SUDESTE,pld_horario,635,3f279d6b-1069-42f7-9b0a-217b084729c4
4,14,202602,87,367.76,SUL,pld_horario,636,3f279d6b-1069-42f7-9b0a-217b084729c4
4,15,202602,88,372.98,NORDESTE,pld_horario,637,3f279d6b-1069-42f7-9b0a-217b084729c4
4,15,202602,88,372.97,NORTE,pld_horario,638,3f279d6b-1069-42f7-9b0a-217b084729c4
4,15,202602,88,372.98,SUDESTE,pld_horario,639,3f279d6b-1069-42f7-9b0a-217b084729c4
4,15,202602,88,372.99,SUL,pld_horario,640,3f279d6b-1069-42f7-9b0a-217b084729c4
4,16,202602,89,392.22,NORDESTE,pld_horario,641,3f279d6b-1069-42f7-9b0a-217b084729c4
4,16,202602,89,392.21,NORTE,pld_horario,642,3f279d6b-1069-42f7-9b0a-217b084729c4
4,16,202602,89,392.23,SUDESTE,pld_horario,643,3f279d6b-1069-42f7-9b0a-217b084729c4
4,16,202602,89,392.23,SUL,pld_horario,644,3f279d6b-1069-42f7-9b0a-217b084729c4
4,17,202602,90,435.37,NORDESTE,pld_horario,645,3f279d6b-1069-42f7-9b0a-217b084729c4
4,17,202602,90,435.36,NORTE,pld_horario,646,3f279d6b-1069-42f7-9b0a-217b084729c4
4,17,202602,90,435.37,SUDESTE,pld_horario,647,3f279d6b-1069-42f7-9b0a-217b084729c4
4,17,202602,90,435.37,SUL,pld_horario,648,3f279d6b-1069-42f7-9b0a-217b084729c4
4,18,202602,91,582.86,NORDESTE,pld_horario,649,3f279d6b-1069-42f7-9b0a-217b084729c4
4,18,202602,91,582.86,NORTE,pld_horario,650,3f279d6b-1069-42f7-9b0a-217b084729c4
4,18,202602,91,582.86,SUDESTE,pld_horario,651,3f279d6b-1069-42f7-9b0a-217b084729c4
4,18,202602,91,582.87,SUL,pld_horario,652,3f279d6b-1069-42f7-9b0a-217b084729c4
4,19,202602,92,1199.88,NORDESTE,pld_horario,653,3f279d6b-1069-42f7-9b0a-217b084729c4
4,19,202602,92,1199.87,NORTE,pld_horario,654,3f279d6b-1069-42f7-9b0a-217b084729c4
4,19,202602,92,1199.88,SUDESTE,pld_horario,655,3f279d6b-1069-42f7-9b0a-217b084729c4
4,19,202602,92,1199.89,SUL,pld_horario,656,3f279d6b-1069-42f7-9b0a-217b084729c4
4,20,202602,93,1557.91,NORDESTE,pld_horario,657,3f279d6b-1069-42f7-9b0a-217b084729c4
4,20,202602,93,1557.9,NORTE,pld_horario,658,3f279d6b-1069-42f7-9b0a-217b084729c4
4,20,202602,93,1557.92,SUDESTE,pld_horario,659,3f279d6b-1069-42f7-9b0a-217b084729c4
4,20,202602,93,1557.93,SUL,pld_horario,660,3f279d6b-1069-42f7-9b0a-217b084729c4
4,21,202602,94,1521.4,NORDESTE,pld_horario,661,3f279d6b-1069-42f7-9b0a-217b084729c4
4,21,202602,94,1521.39,NORTE,pld_horario,662,3f279d6b-1069-42f7-9b0a-217b084729c4
4,21,202602,94,1521.4,SUDESTE,pld_horario,663,3f279d6b-1069-42f7-9b0a-217b084729c4
4,21,202602,94,1521.4,SUL,pld_horario,664,3f279d6b-1069-42f7-9b0a-217b084729c4
4,22,202602,95,879.49,NORDESTE,pld_horario,665,3f279d6b-1069-42f7-9b0a-217b084729c4
4,22,202602,95,879.48,NORTE,pld_horario,666,3f279d6b-1069-42f7-9b0a-217b084729c4
4,22,202602,95,879.49,SUDESTE,pld_horario,667,3f279d6b-1069-42f7-9b0a-217b084729c4
4,22,202602,95,879.49,SUL,pld_horario,668,3f279d6b-1069-42f7-9b0a-217b084729c4
4,23,202602,96,519.47,NORDESTE,pld_horario,669,3f279d6b-1069-42f7-9b0a-217b084729c4
4,23,202602,96,519.46,NORTE,pld_horario,670,3f279d6b-1069-42f7-9b0a-217b084729c4
4,23,202602,96,519.46,SUDESTE,pld_horario,671,3f279d6b-1069-42f7-9b0a-217b084729c4
4,23,202602,96,519.46,SUL,pld_horario,672,3f279d6b-1069-42f7-9b0a-217b084729c4
3,0,202602,49,495.56,NORDESTE,pld_horario,673,3f279d6b-1069-42f7-9b0a-217b084729c4
3,0,202602,49,495.55,NORTE,pld_horario,674,3f279d6b-1069-42f7-9b0a-217b084729c4
3,0,202602,49,495.56,SUDESTE,pld_horario,675,3f279d6b-1069-42f7-9b0a-217b084729c4
3,0,202602,49,495.55,SUL,pld_horario,676,3f279d6b-1069-42f7-9b0a-217b084729c4
3,1,202602,50,388.14,NORDESTE,pld_horario,677,3f279d6b-1069-42f7-9b0a-217b084729c4
3,1,202602,50,388.13,NORTE,pld_horario,678,3f279d6b-1069-42f7-9b0a-217b084729c4
3,1,202602,50,388.13,SUDESTE,pld_horario,679,3f279d6b-1069-42f7-9b0a-217b084729c4
3,1,202602,50,388.12,SUL,pld_horario,680,3f279d6b-1069-42f7-9b0a-217b084729c4
3,2,202602,51,377.17,NORDESTE,pld_horario,681,3f279d6b-1069-42f7-9b0a-217b084729c4
3,2,202602,51,377.16,NORTE,pld_horario,682,3f279d6b-1069-42f7-9b0a-217b084729c4
3,2,202602,51,377.17,SUDESTE,pld_horario,683,3f279d6b-1069-42f7-9b0a-217b084729c4
3,2,202602,51,377.17,SUL,pld_horario,684,3f279d6b-1069-42f7-9b0a-217b084729c4
3,3,202602,52,376.74,NORDESTE,pld_horario,685,3f279d6b-1069-42f7-9b0a-217b084729c4
3,3,202602,52,376.73,NORTE,pld_horario,686,3f279d6b-1069-42f7-9b0a-217b084729c4
3,3,202602,52,376.74,SUDESTE,pld_horario,687,3f279d6b-1069-42f7-9b0a-217b084729c4
3,3,202602,52,376.74,SUL,pld_horario,688,3f279d6b-1069-42f7-9b0a-217b084729c4
3,4,202602,53,376.7,NORDESTE,pld_horario,689,3f279d6b-1069-42f7-9b0a-217b084729c4
3,4,202602,53,376.69,NORTE,pld_horario,690,3f279d6b-1069-42f7-9b0a-217b084729c4
3,4,202602,53,376.69,SUDESTE,pld_horario,691,3f279d6b-1069-42f7-9b0a-217b084729c4
3,4,202602,53,376.69,SUL,pld_horario,692,3f279d6b-1069-42f7-9b0a-217b084729c4
3,5,202602,54,379.26,NORDESTE,pld_horario,693,3f279d6b-1069-42f7-9b0a-217b084729c4
3,5,202602,54,379.25,NORTE,pld_horario,694,3f279d6b-1069-42f7-9b0a-217b084729c4
3,5,202602,54,379.25,SUDESTE,pld_horario,695,3f279d6b-1069-42f7-9b0a-217b084729c4
3,5,202602,54,379.24,SUL,pld_horario,696,3f279d6b-1069-42f7-9b0a-217b084729c4
3,6,202602,55,376.86,NORDESTE,pld_horario,697,3f279d6b-1069-42f7-9b0a-217b084729c4
3,6,202602,55,376.85,NORTE,pld_horario,698,3f279d6b-1069-42f7-9b0a-217b084729c4
3,6,202602,55,376.86,SUDESTE,pld_horario,699,3f279d6b-1069-42f7-9b0a-217b084729c4
3,6,202602,55,376.86,SUL,pld_horario,700,3f279d6b-1069-42f7-9b0a-217b084729c4
3,7,202602,56,370.3,NORDESTE,pld_horario,701,3f279d6b-1069-42f7-9b0a-217b084729c4
3,7,202602,56,370.29,NORTE,pld_horario,702,3f279d6b-1069-42f7-9b0a-217b084729c4
3,7,202602,56,370.3,SUDESTE,pld_horario,703,3f279d6b-1069-42f7-9b0a-217b084729c4
3,7,202602,56,370.31,SUL,pld_horario,704,3f279d6b-1069-42f7-9b0a-217b084729c4
3,8,202602,57,369.2,NORDESTE,pld_horario,705,3f279d6b-1069-42f7-9b0a-217b084729c4
3,8,202602,57,369.2,NORTE,pld_horario,706,3f279d6b-1069-42f7-9b0a-217b084729c4
3,8,202602,57,369.21,SUDESTE,pld_horario,707,3f279d6b-1069-42f7-9b0a-217b084729c4
3,8,202602,57,369.22,SUL,pld_horario,708,3f279d6b-1069-42f7-9b0a-217b084729c4
3,9,202602,58,362.85,NORDESTE,pld_horario,709,3f279d6b-1069-42f7-9b0a-217b084729c4
3,9,202602,58,362.86,NORTE,pld_horario,710,3f279d6b-1069-42f7-9b0a-217b084729c4
3,9,202602,58,362.86,SUDESTE,pld_horario,711,3f279d6b-1069-42f7-9b0a-217b084729c4
3,9,202602,58,362.87,SUL,pld_horario,712,3f279d6b-1069-42f7-9b0a-217b084729c4
3,10,202602,59,362.08,NORDESTE,pld_horario,713,3f279d6b-1069-42f7-9b0a-217b084729c4
3,10,202602,59,362.09,NORTE,pld_horario,714,3f279d6b-1069-42f7-9b0a-217b084729c4
3,10,202602,59,362.09,SUDESTE,pld_horario,715,3f279d6b-1069-42f7-9b0a-217b084729c4
3,10,202602,59,362.1,SUL,pld_horario,716,3f279d6b-1069-42f7-9b0a-217b084729c4
3,11,202602,60,362.48,NORDESTE,pld_horario,717,3f279d6b-1069-42f7-9b0a-217b084729c4
3,11,202602,60,362.48,NORTE,pld_horario,718,3f279d6b-1069-42f7-9b0a-217b084729c4
3,11,202602,60,362.48,SUDESTE,pld_horario,719,3f279d6b-1069-42f7-9b0a-217b084729c4
3,11,202602,60,362.49,SUL,pld_horario,720,3f279d6b-1069-42f7-9b0a-217b084729c4
3,12,202602,61,355.35,NORDESTE,pld_horario,721,3f279d6b-1069-42f7-9b0a-217b084729c4
3,12,202602,61,355.36,NORTE,pld_horario,722,3f279d6b-1069-42f7-9b0a-217b084729c4
3,12,202602,61,355.36,SUDESTE,pld_horario,723,3f279d6b-1069-42f7-9b0a-217b084729c4
3,12,202602,61,355.37,SUL,pld_horario,724,3f279d6b-1069-42f7-9b0a-217b084729c4
3,13,202602,62,339.79,NORDESTE,pld_horario,725,3f279d6b-1069-42f7-9b0a-217b084729c4
3,13,202602,62,339.8,NORTE,pld_horario,726,3f279d6b-1069-42f7-9b0a-217b084729c4
3,13,202602,62,339.8,SUDESTE,pld_horario,727,3f279d6b-1069-42f7-9b0a-217b084729c4
3,13,202602,62,370.81,SUL,pld_horario,728,3f279d6b-1069-42f7-9b0a-217b084729c4
3,14,202602,63,359.5,NORDESTE,pld_horario,729,3f279d6b-1069-42f7-9b0a-217b084729c4
3,14,202602,63,359.5,NORTE,pld_horario,730,3f279d6b-1069-42f7-9b0a-217b084729c4
3,14,202602,63,359.51,SUDESTE,pld_horario,731,3f279d6b-1069-42f7-9b0a-217b084729c4
3,14,202602,63,374.87,SUL,pld_horario,732,3f279d6b-1069-42f7-9b0a-217b084729c4
3,15,202602,64,374.81,NORDESTE,pld_horario,733,3f279d6b-1069-42f7-9b0a-217b084729c4
3,15,202602,64,374.81,NORTE,pld_horario,734,3f279d6b-1069-42f7-9b0a-217b084729c4
3,15,202602,64,374.82,SUDESTE,pld_horario,735,3f279d6b-1069-42f7-9b0a-217b084729c4
3,15,202602,64,375.93,SUL,pld_horario,736,3f279d6b-1069-42f7-9b0a-217b084729c4
3,16,202602,65,392.79,NORDESTE,pld_horario,737,3f279d6b-1069-42f7-9b0a-217b084729c4
3,16,202602,65,392.78,NORTE,pld_horario,738,3f279d6b-1069-42f7-9b0a-217b084729c4
3,16,202602,65,392.8,SUDESTE,pld_horario,739,3f279d6b-1069-42f7-9b0a-217b084729c4
3,16,202602,65,392.8,SUL,pld_horario,740,3f279d6b-1069-42f7-9b0a-217b084729c4
3,17,202602,66,422.89,NORDESTE,pld_horario,741,3f279d6b-1069-42f7-9b0a-217b084729c4
3,17,202602,66,422.88,NORTE,pld_horario,742,3f279d6b-1069-42f7-9b0a-217b084729c4
3,17,202602,66,422.9,SUDESTE,pld_horario,743,3f279d6b-1069-42f7-9b0a-217b084729c4
3,17,202602,66,422.9,SUL,pld_horario,744,3f279d6b-1069-42f7-9b0a-217b084729c4
3,18,202602,67,582.83,NORDESTE,pld_horario,745,3f279d6b-1069-42f7-9b0a-217b084729c4
3,18,202602,67,582.82,NORTE,pld_horario,746,3f279d6b-1069-42f7-9b0a-217b084729c4
3,18,202602,67,582.84,SUDESTE,pld_horario,747,3f279d6b-1069-42f7-9b0a-217b084729c4
3,18,202602,67,582.84,SUL,pld_horario,748,3f279d6b-1069-42f7-9b0a-217b084729c4
3,19,202602,68,694.33,NORDESTE,pld_horario,749,3f279d6b-1069-42f7-9b0a-217b084729c4
3,19,202602,68,694.32,NORTE,pld_horario,750,3f279d6b-1069-42f7-9b0a-217b084729c4
3,19,202602,68,694.33,SUDESTE,pld_horario,751,3f279d6b-1069-42f7-9b0a-217b084729c4
3,19,202602,68,694.33,SUL,pld_horario,752,3f279d6b-1069-42f7-9b0a-217b084729c4
3,20,202602,69,781.41,NORDESTE,pld_horario,753,3f279d6b-1069-42f7-9b0a-217b084729c4
3,20,202602,69,781.4,NORTE,pld_horario,754,3f279d6b-1069-42f7-9b0a-217b084729c4
3,20,202602,69,781.42,SUDESTE,pld_horario,755,3f279d6b-1069-42f7-9b0a-217b084729c4
3,20,202602,69,781.43,SUL,pld_horario,756,3f279d6b-1069-42f7-9b0a-217b084729c4
3,21,202602,70,786.79,NORDESTE,pld_horario,757,3f279d6b-1069-42f7-9b0a-217b084729c4
3,21,202602,70,786.78,NORTE,pld_horario,758,3f279d6b-1069-42f7-9b0a-217b084729c4
3,21,202602,70,786.8,SUDESTE,pld_horario,759,3f279d6b-1069-42f7-9b0a-217b084729c4
3,21,202602,70,786.8,SUL,pld_horario,760,3f279d6b-1069-42f7-9b0a-217b084729c4
3,22,202602,71,712.53,NORDESTE,pld_horario,761,3f279d6b-1069-42f7-9b0a-217b084729c4
3,22,202602,71,712.52,NORTE,pld_horario,762,3f279d6b-1069-42f7-9b0a-217b084729c4
3,22,202602,71,712.53,SUDESTE,pld_horario,763,3f279d6b-1069-42f7-9b0a-217b084729c4
3,22,202602,71,712.54,SUL,pld_horario,764,3f279d6b-1069-42f7-9b0a-217b084729c4
3,23,202602,72,573.32,NORDESTE,pld_horario,765,3f279d6b-1069-42f7-9b0a-217b084729c4
3,23,202602,72,573.31,NORTE,pld_horario,766,3f279d6b-1069-42f7-9b0a-217b084729c4
3,23,202602,72,573.32,SUDESTE,pld_horario,767,3f279d6b-1069-42f7-9b0a-217b084729c4
3,23,202602,72,573.32,SUL,pld_horario,768,3f279d6b-1069-42f7-9b0a-217b084729c4
2,0,202602,25,385.36,NORDESTE,pld_horario,769,3f279d6b-1069-42f7-9b0a-217b084729c4
2,0,202602,25,385.35,NORTE,pld_horario,770,3f279d6b-1069-42f7-9b0a-217b084729c4
2,0,202602,25,385.36,SUDESTE,pld_horario,771,3f279d6b-1069-42f7-9b0a-217b084729c4
2,0,202602,25,385.36,SUL,pld_horario,772,3f279d6b-1069-42f7-9b0a-217b084729c4
2,1,202602,26,377.6,NORDESTE,pld_horario,773,3f279d6b-1069-42f7-9b0a-217b084729c4
2,1,202602,26,377.6,NORTE,pld_horario,774,3f279d6b-1069-42f7-9b0a-217b084729c4
2,1,202602,26,377.6,SUDESTE,pld_horario,775,3f279d6b-1069-42f7-9b0a-217b084729c4
2,1,202602,26,377.6,SUL,pld_horario,776,3f279d6b-1069-42f7-9b0a-217b084729c4
2,2,202602,27,375.08,NORDESTE,pld_horario,777,3f279d6b-1069-42f7-9b0a-217b084729c4
2,2,202602,27,375.09,NORTE,pld_horario,778,3f279d6b-1069-42f7-9b0a-217b084729c4
2,2,202602,27,375.09,SUDESTE,pld_horario,779,3f279d6b-1069-42f7-9b0a-217b084729c4
2,2,202602,27,375.09,SUL,pld_horario,780,3f279d6b-1069-42f7-9b0a-217b084729c4
2,3,202602,28,374.24,NORDESTE,pld_horario,781,3f279d6b-1069-42f7-9b0a-217b084729c4
2,3,202602,28,374.24,NORTE,pld_horario,782,3f279d6b-1069-42f7-9b0a-217b084729c4
2,3,202602,28,374.24,SUDESTE,pld_horario,783,3f279d6b-1069-42f7-9b0a-217b084729c4
2,3,202602,28,374.25,SUL,pld_horario,784,3f279d6b-1069-42f7-9b0a-217b084729c4
2,4,202602,29,374.93,NORDESTE,pld_horario,785,3f279d6b-1069-42f7-9b0a-217b084729c4
2,4,202602,29,374.93,NORTE,pld_horario,786,3f279d6b-1069-42f7-9b0a-217b084729c4
2,4,202602,29,374.93,SUDESTE,pld_horario,787,3f279d6b-1069-42f7-9b0a-217b084729c4
2,4,202602,29,374.93,SUL,pld_horario,788,3f279d6b-1069-42f7-9b0a-217b084729c4
2,5,202602,30,376.99,NORDESTE,pld_horario,789,3f279d6b-1069-42f7-9b0a-217b084729c4
2,5,202602,30,376.99,NORTE,pld_horario,790,3f279d6b-1069-42f7-9b0a-217b084729c4
2,5,202602,30,376.99,SUDESTE,pld_horario,791,3f279d6b-1069-42f7-9b0a-217b084729c4
2,5,202602,30,376.99,SUL,pld_horario,792,3f279d6b-1069-42f7-9b0a-217b084729c4
2,6,202602,31,376.22,NORDESTE,pld_horario,793,3f279d6b-1069-42f7-9b0a-217b084729c4
2,6,202602,31,376.22,NORTE,pld_horario,794,3f279d6b-1069-42f7-9b0a-217b084729c4
2,6,202602,31,376.23,SUDESTE,pld_horario,795,3f279d6b-1069-42f7-9b0a-217b084729c4
2,6,202602,31,376.23,SUL,pld_horario,796,3f279d6b-1069-42f7-9b0a-217b084729c4
2,7,202602,32,372.71,NORDESTE,pld_horario,797,3f279d6b-1069-42f7-9b0a-217b084729c4
2,7,202602,32,372.71,NORTE,pld_horario,798,3f279d6b-1069-42f7-9b0a-217b084729c4
2,7,202602,32,372.71,SUDESTE,pld_horario,799,3f279d6b-1069-42f7-9b0a-217b084729c4
2,7,202602,32,372.72,SUL,pld_horario,800,3f279d6b-1069-42f7-9b0a-217b084729c4
2,8,202602,33,373.66,NORDESTE,pld_horario,801,3f279d6b-1069-42f7-9b0a-217b084729c4
2,8,202602,33,373.66,NORTE,pld_horario,802,3f279d6b-1069-42f7-9b0a-217b084729c4
2,8,202602,33,373.66,SUDESTE,pld_horario,803,3f279d6b-1069-42f7-9b0a-217b084729c4
2,8,202602,33,373.67,SUL,pld_horario,804,3f279d6b-1069-42f7-9b0a-217b084729c4
2,9,202602,34,371.43,NORDESTE,pld_horario,805,3f279d6b-1069-42f7-9b0a-217b084729c4
2,9,202602,34,371.43,NORTE,pld_horario,806,3f279d6b-1069-42f7-9b0a-217b084729c4
2,9,202602,34,371.43,SUDESTE,pld_horario,807,3f279d6b-1069-42f7-9b0a-217b084729c4
2,9,202602,34,371.44,SUL,pld_horario,808,3f279d6b-1069-42f7-9b0a-217b084729c4
2,10,202602,35,370.67,NORDESTE,pld_horario,809,3f279d6b-1069-42f7-9b0a-217b084729c4
2,10,202602,35,370.67,NORTE,pld_horario,810,3f279d6b-1069-42f7-9b0a-217b084729c4
2,10,202602,35,370.67,SUDESTE,pld_horario,811,3f279d6b-1069-42f7-9b0a-217b084729c4
2,10,202602,35,370.68,SUL,pld_horario,812,3f279d6b-1069-42f7-9b0a-217b084729c4
2,11,202602,36,367.6,NORDESTE,pld_horario,813,3f279d6b-1069-42f7-9b0a-217b084729c4
2,11,202602,36,367.6,NORTE,pld_horario,814,3f279d6b-1069-42f7-9b0a-217b084729c4
2,11,202602,36,367.6,SUDESTE,pld_horario,815,3f279d6b-1069-42f7-9b0a-217b084729c4
2,11,202602,36,367.61,SUL,pld_horario,816,3f279d6b-1069-42f7-9b0a-217b084729c4
2,12,202602,37,359.03,NORDESTE,pld_horario,817,3f279d6b-1069-42f7-9b0a-217b084729c4
2,12,202602,37,359.04,NORTE,pld_horario,818,3f279d6b-1069-42f7-9b0a-217b084729c4
2,12,202602,37,359.04,SUDESTE,pld_horario,819,3f279d6b-1069-42f7-9b0a-217b084729c4
2,12,202602,37,359.05,SUL,pld_horario,820,3f279d6b-1069-42f7-9b0a-217b084729c4
2,13,202602,38,358.5,NORDESTE,pld_horario,821,3f279d6b-1069-42f7-9b0a-217b084729c4
2,13,202602,38,358.51,NORTE,pld_horario,822,3f279d6b-1069-42f7-9b0a-217b084729c4
2,13,202602,38,358.51,SUDESTE,pld_horario,823,3f279d6b-1069-42f7-9b0a-217b084729c4
2,13,202602,38,374.77,SUL,pld_horario,824,3f279d6b-1069-42f7-9b0a-217b084729c4
2,14,202602,39,375.85,NORDESTE,pld_horario,825,3f279d6b-1069-42f7-9b0a-217b084729c4
2,14,202602,39,375.85,NORTE,pld_horario,826,3f279d6b-1069-42f7-9b0a-217b084729c4
2,14,202602,39,375.85,SUDESTE,pld_horario,827,3f279d6b-1069-42f7-9b0a-217b084729c4
2,14,202602,39,377.4,SUL,pld_horario,828,3f279d6b-1069-42f7-9b0a-217b084729c4
2,15,202602,40,381.5,NORDESTE,pld_horario,829,3f279d6b-1069-42f7-9b0a-217b084729c4
2,15,202602,40,381.5,NORTE,pld_horario,830,3f279d6b-1069-42f7-9b0a-217b084729c4
2,15,202602,40,381.51,SUDESTE,pld_horario,831,3f279d6b-1069-42f7-9b0a-217b084729c4
2,15,202602,40,381.52,SUL,pld_horario,832,3f279d6b-1069-42f7-9b0a-217b084729c4
2,16,202602,41,393.87,NORDESTE,pld_horario,833,3f279d6b-1069-42f7-9b0a-217b084729c4
2,16,202602,41,393.86,NORTE,pld_horario,834,3f279d6b-1069-42f7-9b0a-217b084729c4
2,16,202602,41,393.88,SUDESTE,pld_horario,835,3f279d6b-1069-42f7-9b0a-217b084729c4
2,16,202602,41,393.88,SUL,pld_horario,836,3f279d6b-1069-42f7-9b0a-217b084729c4
2,17,202602,42,404.19,NORDESTE,pld_horario,837,3f279d6b-1069-42f7-9b0a-217b084729c4
2,17,202602,42,404.18,NORTE,pld_horario,838,3f279d6b-1069-42f7-9b0a-217b084729c4
2,17,202602,42,404.19,SUDESTE,pld_horario,839,3f279d6b-1069-42f7-9b0a-217b084729c4
2,17,202602,42,404.19,SUL,pld_horario,840,3f279d6b-1069-42f7-9b0a-217b084729c4
2,18,202602,43,425.39,NORDESTE,pld_horario,841,3f279d6b-1069-42f7-9b0a-217b084729c4
2,18,202602,43,425.38,NORTE,pld_horario,842,3f279d6b-1069-42f7-9b0a-217b084729c4
2,18,202602,43,425.39,SUDESTE,pld_horario,843,3f279d6b-1069-42f7-9b0a-217b084729c4
2,18,202602,43,425.39,SUL,pld_horario,844,3f279d6b-1069-42f7-9b0a-217b084729c4
2,19,202602,44,458.29,NORDESTE,pld_horario,845,3f279d6b-1069-42f7-9b0a-217b084729c4
2,19,202602,44,458.28,NORTE,pld_horario,846,3f279d6b-1069-42f7-9b0a-217b084729c4
2,19,202602,44,458.29,SUDESTE,pld_horario,847,3f279d6b-1069-42f7-9b0a-217b084729c4
2,19,202602,44,458.3,SUL,pld_horario,848,3f279d6b-1069-42f7-9b0a-217b084729c4
2,20,202602,45,460.14,NORDESTE,pld_horario,849,3f279d6b-1069-42f7-9b0a-217b084729c4
2,20,202602,45,460.13,NORTE,pld_horario,850,3f279d6b-1069-42f7-9b0a-217b084729c4
2,20,202602,45,460.14,SUDESTE,pld_horario,851,3f279d6b-1069-42f7-9b0a-217b084729c4
2,20,202602,45,460.15,SUL,pld_horario,852,3f279d6b-1069-42f7-9b0a-217b084729c4
2,21,202602,46,465.08,NORDESTE,pld_horario,853,3f279d6b-1069-42f7-9b0a-217b084729c4
2,21,202602,46,465.07,NORTE,pld_horario,854,3f279d6b-1069-42f7-9b0a-217b084729c4
2,21,202602,46,465.08,SUDESTE,pld_horario,855,3f279d6b-1069-42f7-9b0a-217b084729c4
2,21,202602,46,465.09,SUL,pld_horario,856,3f279d6b-1069-42f7-9b0a-217b084729c4
2,22,202602,47,458.47,NORDESTE,pld_horario,857,3f279d6b-1069-42f7-9b0a-217b084729c4
2,22,202602,47,458.46,NORTE,pld_horario,858,3f279d6b-1069-42f7-9b0a-217b084729c4
2,22,202602,47,458.48,SUDESTE,pld_horario,859,3f279d6b-1069-42f7-9b0a-217b084729c4
2,22,202602,47,458.48,SUL,pld_horario,860,3f279d6b-1069-42f7-9b0a-217b084729c4
2,23,202602,48,412.9,NORDESTE,pld_horario,861,3f279d6b-1069-42f7-9b0a-217b084729c4
2,23,202602,48,412.89,NORTE,pld_horario,862,3f279d6b-1069-42f7-9b0a-217b084729c4
2,23,202602,48,412.9,SUDESTE,pld_horario,863,3f279d6b-1069-42f7-9b0a-217b084729c4
2,23,202602,48,412.9,SUL,pld_horario,864,3f279d6b-1069-42f7-9b0a-217b084729c4
1,0,202602,1,381.4,NORDESTE,pld_horario,865,3f279d6b-1069-42f7-9b0a-217b084729c4
1,0,202602,1,381.39,NORTE,pld_horario,866,3f279d6b-1069-42f7-9b0a-217b084729c4
1,0,202602,1,381.4,SUDESTE,pld_horario,867,3f279d6b-1069-42f7-9b0a-217b084729c4
1,0,202602,1,381.4,SUL,pld_horario,868,3f279d6b-1069-42f7-9b0a-217b084729c4
1,1,202602,2,373.98,NORDESTE,pld_horario,869,3f279d6b-1069-42f7-9b0a-217b084729c4
1,1,202602,2,373.97,NORTE,pld_horario,870,3f279d6b-1069-42f7-9b0a-217b084729c4
1,1,202602,2,373.97,SUDESTE,pld_horario,871,3f279d6b-1069-42f7-9b0a-217b084729c4
1,1,202602,2,373.97,SUL,pld_horario,872,3f279d6b-1069-42f7-9b0a-217b084729c4
1,2,202602,3,372.09,NORDESTE,pld_horario,873,3f279d6b-1069-42f7-9b0a-217b084729c4
1,2,202602,3,372.08,NORTE,pld_horario,874,3f279d6b-1069-42f7-9b0a-217b084729c4
1,2,202602,3,372.09,SUDESTE,pld_horario,875,3f279d6b-1069-42f7-9b0a-217b084729c4
1,2,202602,3,372.09,SUL,pld_horario,876,3f279d6b-1069-42f7-9b0a-217b084729c4
1,3,202602,4,371.85,NORDESTE,pld_horario,877,3f279d6b-1069-42f7-9b0a-217b084729c4
1,3,202602,4,371.85,NORTE,pld_horario,878,3f279d6b-1069-42f7-9b0a-217b084729c4
1,3,202602,4,371.85,SUDESTE,pld_horario,879,3f279d6b-1069-42f7-9b0a-217b084729c4
1,3,202602,4,371.84,SUL,pld_horario,880,3f279d6b-1069-42f7-9b0a-217b084729c4
1,4,202602,5,370.58,NORDESTE,pld_horario,881,3f279d6b-1069-42f7-9b0a-217b084729c4
