nom_reservatorio;cod_resplanejamento;tip_reservatorio;nom_bacia;nom_ree;id_subsistema;nom_subsistema;id_subsistema_jusante;nom_subsistema_jusante;ear_data;ear_reservatorio_subsistema_proprio_mwmes;ear_reservatorio_subsistema_jusante_mwmes;earmax_reservatorio_subsistema_proprio_mwmes;earmax_reservatorio_subsistema_jusante_mwmes;ear_reservatorio_percentual;ear_total_mwmes;ear_maxima_total_mwmes;val_contribearbacia;val_contribearmaxbacia;val_contribearsubsistema;val_contribearmaxsubsistema;val_contribearsubsistemajusante;val_contribearmaxsubsistemajusante;val_contribearsin;val_contribearmaxsin
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;9727.42;;21873.496;;44.4713;9727.42;21873.496;0.33685701;0.2786399;0.10881297;0.10690057;0.0;0.0;0.07128846;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-21;206.885;;200.552;;103.1578;206.885;200.552;0.0880497;0.06620289;0.0155026;0.00980251;0.0;0.0;0.00151618;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;29.534;;112.927;;26.1532;29.534;112.927;0.00102275;0.00143854;0.00033037;0.0005519;0.0;0.0;0.00021644;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;258.547;;813.622;;31.7773;258.547;813.622;0.09359462;0.10769465;0.00289216;0.00397635;0.0;0.0;0.00189479;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;11265.117;;35035.949;;32.153;11265.117;35035.949;0.61211569;0.67989462;0.12601397;0.17122837;0.0;0.0;0.08255764;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-21;2960.106;;5880.363;;50.3388;2960.106;5880.363;0.51606653;0.58435864;0.22181082;0.28741842;0.0;0.0;0.02169346;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-21;226.651;;374.956;;60.4474;226.651;374.956;1.0;1.0;0.01698373;0.01832697;0.0;0.0;0.00166104;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;42.644;;101.775;;41.9003;42.644;101.775;0.00869248;0.015122;0.00319546;0.00497452;0.0;0.0;0.00031252;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-21;127.142;222.635;261.737;451.213;48.5762;349.777;712.95;0.0455612;0.05894833;0.00952718;0.01279309;0.00249044;0.00220518;0.00256338;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-21;274.058;;408.675;;67.0601;274.058;408.675;0.03821743;0.04202207;0.00306567;0.00199728;0.0;0.0;0.00200846;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-21;2670.38;;3691.575;;72.3371;2670.38;3691.575;1.0;1.0;0.02987143;0.01804154;0.0;0.0;0.01957017;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-21;1181.14;631.575;1962.895;1004.893;60.1734;1812.715;2967.788;1.0;1.0;0.01321248;0.0095931;0.02510716;0.0194403;0.01328468;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;5410.371;;15706.409;;34.4469;5410.371;15706.409;0.18735918;0.20007923;0.06052155;0.07676067;0.0;0.0;0.03965049;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;410.224;;1213.775;;33.7974;410.224;1213.775;0.14850205;0.16066069;0.00458885;0.00593198;0.0;0.0;0.00300637;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-21;11.529;;20.306;;56.7763;11.529;20.306;0.00200997;0.0020179;0.00086391;0.00099251;0.0;0.0;8.449e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-21;2340.287;;4121.37;;56.7842;2340.287;4121.37;0.30484073;0.34076424;0.02617894;0.02014204;0.0;0.0;0.01715105;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;445.241;;512.183;;86.9301;445.241;512.183;0.16117829;0.06779484;0.00498056;0.00250315;0.0;0.0;0.003263;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-21;1530.676;;3418.033;;44.7824;1530.676;3418.033;0.05992983;0.06482484;0.06084936;0.06612405;0.0;0.0;0.01121773;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;3042.167;;4339.622;;70.1021;3042.167;4339.622;0.16530305;0.08421309;0.03403032;0.02120868;0.0;0.0;0.02229485;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;604.27;;890.994;;67.8198;604.27;890.994;0.12317333;0.13238625;0.04528001;0.04354971;0.0;0.0;0.00442846;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-21;314.285;;555.798;;56.5466;314.285;555.798;1.0;1.0;0.00351566;0.00271631;0.0;0.0;0.00230327;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-21;1437.493;;5393.697;;26.6513;1437.493;5393.697;0.07810944;0.10466808;0.0160801;0.02636018;0.0;0.0;0.01053482;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;205.291;;269.778;;76.0963;205.291;269.778;0.00710915;0.00343662;0.00229643;0.00131846;0.0;0.0;0.0015045;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;6513.851;;22766.333;;28.6118;6513.851;22766.333;0.22557229;0.29001349;0.07286531;0.11126406;0.0;0.0;0.04773747;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;1489.144;;4561.222;;32.6479;1489.144;4561.222;0.53907363;0.60374377;0.01665788;0.02229169;0.0;0.0;0.01091335;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;1434.705;;1706.162;;84.0896;1434.705;1706.162;0.29244773;0.25350607;0.10750733;0.08339322;0.0;0.0;0.01051439;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-21;2142.754;;2828.801;;75.7478;2142.754;2828.801;0.9119503;0.93379678;0.16056385;0.13826519;0.0;0.0;0.01570341;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-21;233.216;;335.383;;69.5372;233.216;335.383;1.0;1.0;0.0092711;0.0064882;0.0;0.0;0.00170915;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-21;41.454;48.783;114.392;147.034;36.2385;90.237;261.426;0.00333712;0.00524104;0.00046371;0.00055906;0.00570201;0.00960856;0.00066131;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-21;7.543;;12.899;;58.4774;7.543;12.899;1.0;1.0;8.438e-05;6.304e-05;0.0;0.0;5.528e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-21;1251.788;;1829.65;;68.4168;1251.788;1829.65;0.17456203;0.18813406;0.01400276;0.0089419;0.0;0.0;0.00917386;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;5.125;;10.163;;50.428;5.125;10.163;0.00104467;0.00151005;0.00038403;0.00049674;0.0;0.0;3.756e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-21;102.871;178.782;283.402;484.803;36.2986;281.653;768.205;0.01102743;0.01456942;0.00115074;0.00138505;0.00710717;0.00937883;0.00206412;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-21;5.586;21.948;11.43;42.91;48.8714;27.534;54.34;0.00107803;0.00103059;6.249e-05;5.586e-05;0.0008725;0.00083012;0.00020179;0.00018605
RONDON II;276.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-21;33.065;;56.442;;58.5823;33.065;56.442;0.05369299;0.02782819;0.00036987;0.00027584;0.0;0.0;0.00024232;0.00019325
S.DO FACÃO;21.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;2935.425;;6581.918;;44.5983;2935.425;6581.918;0.1016527;0.08384508;0.03283628;0.03216728;0.0;0.0;0.02151258;0.02253555
SALTO RS;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SALTO SANTIAGO;77.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-21;2354.391;;3340.803;;70.4738;2354.391;3340.803;0.41046584;0.33199092;0.17642253;0.16329065;0.0;0.0;0.01725441;0.01143843
SAMUEL;279.0;Reservatório com Usina;AMAZONAS;MADEIRA;SE;SUDESTE;;;2026-01-21;101.53;;257.288;;39.4616;101.53;257.288;0.16487068;0.1268534;0.00113574;0.00125742;0.0;0.0;0.00074407;0.00088092
SANTA BRANCA;122.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;159.258;;454.095;;35.0715;159.258;454.095;0.05765177;0.06010605;0.00178149;0.00221926;0.0;0.0;0.00116714;0.00155476
SANTA CLARA-PR;71.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-21;214.547;;373.966;;57.3707;214.547;373.966;0.03740424;0.03716272;0.01607674;0.01827859;0.0;0.0;0.00157233;0.00128041
SANTANA;181.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SANTONIO CM;193.0;Reservatório sem usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAO ROQUE;88.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-21;596.627;;801.912;;74.4006;596.627;801.912;0.12161539;0.11915021;0.04470729;0.03919559;0.0;0.0;0.00437245;0.00274563
SÃO SIMÃO;33.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-21;1539.373;;5014.801;;30.6966;1539.373;5014.801;0.05330793;0.06388205;0.01721975;0.02450843;0.0;0.0;0.01128146;0.01716997
SEGREDO;76.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-21;195.327;;447.497;;43.6488;195.327;447.497;0.03405342;0.04446983;0.01463652;0.02187261;0.0;0.0;0.00143148;0.00153217
SERRA DA MESA;251.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-21;18810.419;5999.799;35277.664;6620.419;53.321;24810.218;41898.083;0.91752452;0.8399674;0.2104173;0.17240968;0.7012873;0.43263937;0.18182439;0.14345308
SINOP;227.0;Reservatório com Usina;AMAZONAS;TELES PIRES;SE;SUDESTE;;;2026-01-21;114.327;;900.655;;12.6938;114.327;900.655;0.18565123;0.44405938;0.00127889;0.0044017;0.0;0.0;0.00083786;0.00308371
SOBRADINHO;169.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-21;13141.053;;30100.282;;43.6576;13141.053;30100.282;0.51450538;0.5708681;0.52239969;0.58230931;0.0;0.0;0.09630564;0.10305909
TOCOS;180.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-21;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TRÊS IRMÃOS;43.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-21;1806.96;;2328.579;;77.5993;1806.96;2328.579;0.25198085;0.23943651;0.02021303;0.01138028;0.0;0.0;0.0132425;0.00797272
TRÊS MARIAS;156.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-21;1249.235;9310.987;2345.606;16040.745;53.2585;10560.222;18386.351;0.41345934;0.34870707;0.01397421;0.01146349;0.37014208;0.31031852;0.07739174;0.06295225
TUCURUI;275.0;Reservatório com Usina;TOCANTINS;NORTE;N;NORTE;;;2026-01-21;2139.932;;7721.097;;27.7154;2139.932;7721.097;0.07913836;0.15479156;0.25012624;0.50456785;0.0;0.0;0.01568272;0.02643594
A. VERMELHA;18.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;1357.367;;4340.282;;31.2737;1357.367;4340.282;0.07302115;0.0842259;0.01507364;0.02121191;0.0;0.0;0.00986739;0.01486051
ANTA;128.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-22;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B. BONITA;37.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-22;2079.086;;2713.786;;76.612;2079.086;2713.786;0.28940567;0.27904549;0.02308836;0.01326287;0.0;0.0;0.01511393;0.00929162
BALBINA;277.0;Reservatório com Usina;AMAZONAS;MANAUS-AMAPA;N;NORTE;;;2026-01-22;362.31;;785.737;;46.1108;362.31;785.737;0.58593125;0.38740015;0.04199969;0.05134732;0.0;0.0;0.00263382;0.00269025
BARRA GRANDE;86.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;2068.177;;2991.427;;69.1368;2068.177;2991.427;0.42279569;0.44447414;0.1556009;0.14621397;0.0;0.0;0.01503463;0.01024222
BATALHA;20.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;1140.429;;2751.514;;41.4473;1140.429;2751.514;0.03900527;0.03505071;0.01266453;0.01344725;0.0;0.0;0.00829036;0.00942079
BILLINGS;118.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-22;1784.77;;2444.556;;73.01;1784.77;2444.556;0.24843732;0.25136187;0.01981997;0.01194708;0.0;0.0;0.0129744;0.00836981
BLANG;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-22;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOA ESPERANÇA;190.0;Reservatório com Usina;PARNAIBA;NORDESTE;NE;NORDESTE;;;2026-01-22;108.163;;264.178;;40.9432;108.163;264.178;1.0;1.0;0.00422614;0.00511069;0.0;0.0;0.00078629;0.00090451
C.BRANCO-1;27.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;5.121;;20.753;;24.676;5.121;20.753;0.00017515;0.00026437;5.687e-05;0.00010142;0.0;0.0;3.723e-05;7.106e-05
CACONDE;14.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;399.865;;853.4;;46.8555;399.865;853.4;0.02151121;0.01656076;0.00444052;0.00417075;0.0;0.0;0.00290682;0.00292192
CACU;311.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;26.616;;30.877;;86.2001;26.616;30.877;0.00091033;0.00039333;0.00029557;0.0001509;0.0;0.0;0.00019349;0.00010572
CAMARGOS;1.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;927.313;;1568.489;;59.1214;927.313;1568.489;0.04988589;0.03043752;0.01029786;0.00766555;0.0;0.0;0.00674111;0.00537028
CAMPOS NOVOS;90.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;153.736;;227.826;;67.4796;153.736;227.826;0.03142812;0.03385099;0.01156645;0.0111356;0.0;0.0;0.00111759;0.00078004
CAPIVARA;61.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-22;3296.678;;3889.672;;84.7547;3296.678;3889.672;0.43089921;0.32160692;0.03660979;0.01900968;0.0;0.0;0.02396523;0.01331768
CHAVANTES;49.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-22;1671.399;;3370.499;;49.5891;1671.399;3370.499;0.21846371;0.27868052;0.01856098;0.01647237;0.0;0.0;0.01215025;0.01154011
CORUMBA;30.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;785.803;;1531.054;;51.3243;785.803;1531.054;0.02687626;0.01950364;0.00872639;0.0074826;0.0;0.0;0.0057124;0.00524211
CORUMBA-3;203.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;155.523;;425.126;;36.5828;155.523;425.126;0.00531924;0.00541555;0.00172709;0.00207768;0.0;0.0;0.00113058;0.00145557
CORUMBA-4;29.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;506.605;;1415.959;;35.7782;506.605;1415.959;0.01732705;0.01803748;0.00562588;0.0069201;0.0;0.0;0.00368277;0.00484804
CURUA-UNA;272.0;Reservatório com Usina;AMAZONAS;BELO MONTE;N;NORTE;;;2026-01-22;4.557;;28.109;;16.2119;4.557;28.109;0.00736962;0.01385888;0.00052826;0.0018369;0.0;0.0;3.313e-05;9.624e-05
DIVISA;;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-22;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EDGARD SOUZA;107.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-22;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMBORCAÇÃO;24.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;9848.017;;21873.496;;45.0226;9848.017;21873.496;0.33682466;0.2786399;0.10936277;0.10690057;0.0;0.0;0.07159023;0.07489174
ERNESTINA;110.0;Reservatório sem usina;JACUI;SUL;S;SUL;;;2026-01-22;205.647;;200.552;;102.5405;205.647;200.552;0.08743926;0.06620289;0.01547201;0.00980251;0.0;0.0;0.00149495;0.00068666
ESPORA;290.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;28.918;;112.927;;25.6077;28.918;112.927;0.00098906;0.00143854;0.00032114;0.0005519;0.0;0.0;0.00021022;0.00038665
FUNIL;123.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-22;272.28;;813.622;;33.4652;272.28;813.622;0.09787587;0.10769465;0.00302368;0.00397635;0.0;0.0;0.00197934;0.00278573
FURNAS;6.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;11361.41;;35035.949;;32.4279;11361.41;35035.949;0.61120034;0.67989462;0.12616908;0.17122837;0.0;0.0;0.08259186;0.11995811
G. B. MUNHOZ;74.0;Reservatório com Usina;IGUACU;IGUACU;S;SUL;;;2026-01-22;2964.781;;5880.363;;50.4183;2964.781;5880.363;0.52068739;0.58435864;0.2230576;0.28741842;0.0;0.0;0.0215525;0.02013353
G. P. SOUZA;115.0;Reservatório com Usina;CAPIVARI;SUL;S;SUL;;;2026-01-22;227.743;;374.956;;60.7386;227.743;374.956;1.0;1.0;0.01713442;0.01832697;0.0;0.0;0.00165558;0.0012838
GARIBALDI;89.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;38.645;;101.775;;37.971;38.645;101.775;0.00790017;0.015122;0.00290749;0.00497452;0.0;0.0;0.00028093;0.00034846
GOV JAYME CANET JR;57.0;Reservatório com Usina;PARANAPANEMA;IGUACU;S;SUL;SE;SUDESTE;2026-01-22;126.278;221.134;261.737;451.213;48.2461;347.412;712.95;0.04540921;0.05894833;0.00950062;0.01279309;0.00245571;0.00220518;0.00252551;0.00244104
GUARAPIRANGA;117.0;Reservatório sem usina;TIETE;SUDESTE;SE;SUDESTE;;;2026-01-22;278.962;;408.675;;68.2601;278.962;408.675;0.03883109;0.04202207;0.00309789;0.00199728;0.0;0.0;0.00202792;0.00139925
I. SOLTEIRA;34.0;Reservatório com Usina;PARANA;PARANA;SE;SUDESTE;;;2026-01-22;2670.38;;3691.575;;72.3371;2670.38;3691.575;1.0;1.0;0.02965472;0.01804154;0.0;0.0;0.01941235;0.01263943
IRAPE;148.0;Reservatório com Usina;JEQUITINHONHA;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-22;1189.685;635.796;1962.895;1004.893;60.6087;1825.481;2967.788;1.0;1.0;0.01321152;0.0095931;0.02484182;0.0194403;0.01327035;0.01016128
ITUMBIARA;31.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;5476.432;;15706.409;;34.8675;5476.432;15706.409;0.18730647;0.20007923;0.06081608;0.07676067;0.0;0.0;0.03981096;0.05377651
JAGUARI;120.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-22;408.773;;1213.775;;33.6778;408.773;1213.775;0.1469407;0.16066069;0.00453945;0.00593198;0.0;0.0;0.00297158;0.00415579
JORDÃO;73.0;Reservatório sem usina;IGUACU;IGUACU;S;SUL;;;2026-01-22;10.643;;20.306;;52.4131;10.643;20.306;0.00186917;0.0020179;0.00080073;0.00099251;0.0;0.0;7.737e-05;6.952e-05
JURUMIRIM;47.0;Reservatório com Usina;PARANAPANEMA;PARANAPANEMA;SE;SUDESTE;;;2026-01-22;2335.205;;4121.37;;56.6609;2335.205;4121.37;0.30522787;0.34076424;0.02593258;0.02014204;0.0;0.0;0.01697579;0.01411099
LAJES;124.0;Reservatório sem usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-22;447.239;;512.183;;87.3202;447.239;512.183;0.16076798;0.06779484;0.00496661;0.00250315;0.0;0.0;0.00325121;0.00175364
LUIZ GONZAGA;172.0;Reservatório com Usina;SAO FRANCISCO;NORDESTE;NE;NORDESTE;;;2026-01-22;1545.024;;3418.033;;45.2021;1545.024;3418.033;0.05934946;0.06482484;0.06036717;0.06612405;0.0;0.0;0.01123156;0.01170286
M. MORAES;7.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;3012.602;;4339.622;;69.4208;3012.602;4339.622;0.16206645;0.08421309;0.03345511;0.02120868;0.0;0.0;0.02190013;0.01485825
MACHADINHO;91.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;592.376;;890.994;;66.4848;592.376;890.994;0.12109893;0.13238625;0.04456787;0.04354971;0.0;0.0;0.00430628;0.00305064
MANSO;278.0;Reservatório com Usina;PARAGUAI;SUDESTE;SE;SUDESTE;;;2026-01-22;316.205;;555.798;;56.8921;316.205;555.798;1.0;1.0;0.00351147;0.00271631;0.0;0.0;0.00229865;0.00190297
MARIMBONDO;17.0;Reservatório com Usina;GRANDE;PARANA;SE;SUDESTE;;;2026-01-22;1530.127;;5393.697;;28.3688;1530.127;5393.697;0.08231497;0.10466808;0.01699214;0.02636018;0.0;0.0;0.01112327;0.01846725
MIRANDA;26.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;208.042;;269.778;;77.116;208.042;269.778;0.00711551;0.00343662;0.00231032;0.00131846;0.0;0.0;0.00151236;0.00092368
NOVA PONTE;25.0;Reservatório com Usina;PARANAIBA;PARANA;SE;SUDESTE;;;2026-01-22;6578.972;;22766.333;;28.8978;6578.972;22766.333;0.22501586;0.29001349;0.07305985;0.11126406;0.0;0.0;0.04782589;0.07794869
PARAIBUNA;121.0;Reservatório com Usina;PARAIBA DO SUL;SUDESTE;SE;SUDESTE;;;2026-01-22;1494.256;;4561.222;;32.76;1494.256;4561.222;0.53713679;0.60374377;0.0165938;0.02229169;0.0;0.0;0.01086251;0.01561698
PASSO FUNDO;93.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;1429.699;;1706.162;;83.7962;1429.699;1706.162;0.29227217;0.25350607;0.10756451;0.08339322;0.0;0.0;0.01039321;0.00584166
PASSO REAL;111.0;Reservatório com Usina;JACUI;SUL;S;SUL;;;2026-01-22;2146.237;;2828.801;;75.8709;2146.237;2828.801;0.91256074;0.93379678;0.16147381;0.13826519;0.0;0.0;0.01560209;0.00968541
PEDRA DO CAVALO;189.0;Reservatório com Usina;PARAGUACU;NORDESTE;NE;NORDESTE;;;2026-01-22;234.513;;335.383;;69.9239;234.513;335.383;1.0;1.0;0.00916289;0.0064882;0.0;0.0;0.00170479;0.0011483
PEIXE ANGICAL;257.0;Reservatório com Usina;TOCANTINS;SUDESTE;SE;SUDESTE;N;NORTE;2026-01-22;44.816;52.799;114.392;147.034;39.1776;97.615;261.426;0.00359735;0.00524104;0.00049768;0.00055906;0.00612056;0.00960856;0.00070961;0.00089509
PONTE NOVA;105.0;Reservatório sem usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-22;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORTO ESTRELA;135.0;Reservatório com Usina;DOCE;SUDESTE;SE;SUDESTE;;;2026-01-22;11.549;;12.899;;89.5341;11.549;12.899;1.0;1.0;0.00012825;6.304e-05;0.0;0.0;8.396e-05;4.416e-05
PROMISSÃO;40.0;Reservatório com Usina;TIETE;PARANA;SE;SUDESTE;;;2026-01-22;1234.207;;1829.65;;67.4559;1234.207;1829.65;0.17179977;0.18813406;0.01370594;0.0089419;0.0;0.0;0.00897208;0.00626446
QUEBRA QUEIXO;95.0;Reservatório com Usina;URUGUAI;SUL;S;SUL;;;2026-01-22;4.734;;10.163;;46.5807;4.734;10.163;0.00096777;0.00151005;0.00035617;0.00049674;0.0;0.0;3.441e-05;3.48e-05
QUEIMADO;162.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-22;105.662;183.527;283.402;484.803;37.2834;289.189;768.205;0.0111087;0.01456942;0.00117338;0.00138505;0.00717077;0.00937883;0.00210226;0.00263022
RETIRO BAIXO;155.0;Reservatório com Usina;SAO FRANCISCO;SUDESTE;SE;SUDESTE;NE;NORDESTE;2026-01-22;7.317;28.597;11.43;42.91;64.0157;35.914;54.34;0.00137958;0.00103059;8.126e-05;5.586e-05;0.00111734;0.00083012;0.00026108;0.00018605
