din_instante;id_subsistema_origem;nom_subsistema_origem;id_subsistema_destino;nom_subsistema_destino;val_intercambiomwmed
2026-01-01 00:00:00;N;NORTE;NE;NORDESTE;1728.325
2026-01-01 00:00:00;N;NORTE;SE;SUDESTE;4365.847
2026-01-01 00:00:00;NE;NORDESTE;SE;SUDESTE;2443.005
2026-01-01 00:00:00;SE;SUDESTE;S;SUL;-1435.692
2026-01-01 01:00:00;N;NORTE;NE;NORDESTE;1940.328
2026-01-01 01:00:00;N;NORTE;SE;SUDESTE;4306.722
2026-01-01 01:00:00;NE;NORDESTE;SE;SUDESTE;2128.533
2026-01-01 01:00:00;SE;SUDESTE;S;SUL;-2456.717
2026-01-01 02:00:00;N;NORTE;NE;NORDESTE;1964.693
2026-01-01 02:00:00;N;NORTE;SE;SUDESTE;3719.389
2026-01-01 02:00:00;NE;NORDESTE;SE;SUDESTE;1375.222
2026-01-01 02:00:00;SE;SUDESTE;S;SUL;-3846.461
2026-01-01 03:00:00;N;NORTE;NE;NORDESTE;1799.06
2026-01-01 03:00:00;N;NORTE;SE;SUDESTE;2248.337
2026-01-01 03:00:00;NE;NORDESTE;SE;SUDESTE;440.02
2026-01-01 03:00:00;SE;SUDESTE;S;SUL;-4340.51
2026-01-01 04:00:00;N;NORTE;NE;NORDESTE;1294.654
2026-01-01 04:00:00;N;NORTE;SE;SUDESTE;1395.035
2026-01-01 04:00:00;NE;NORDESTE;SE;SUDESTE;-431.794
2026-01-01 04:00:00;SE;SUDESTE;S;SUL;-4572.566
2026-01-01 05:00:00;N;NORTE;NE;NORDESTE;272.784
2026-01-01 05:00:00;N;NORTE;SE;SUDESTE;819.382
2026-01-01 05:00:00;NE;NORDESTE;SE;SUDESTE;-999.801
2026-01-01 05:00:00;SE;SUDESTE;S;SUL;-4689.394
2026-01-01 06:00:00;N;NORTE;NE;NORDESTE;-1784.911
2026-01-01 06:00:00;N;NORTE;SE;SUDESTE;1910.533
2026-01-01 06:00:00;NE;NORDESTE;SE;SUDESTE;881.004
2026-01-01 06:00:00;SE;SUDESTE;S;SUL;-1463.187
2026-01-01 07:00:00;N;NORTE;NE;NORDESTE;-3614.563
2026-01-01 07:00:00;N;NORTE;SE;SUDESTE;2641.221
2026-01-01 07:00:00;NE;NORDESTE;SE;SUDESTE;2733.15299999
2026-01-01 07:00:00;SE;SUDESTE;S;SUL;2702.105
2026-01-01 08:00:00;N;NORTE;NE;NORDESTE;-3437.266
2026-01-01 08:00:00;N;NORTE;SE;SUDESTE;2583.34
2026-01-01 08:00:00;NE;NORDESTE;SE;SUDESTE;2698.607
2026-01-01 08:00:00;SE;SUDESTE;S;SUL;2763.096
2026-01-01 09:00:00;N;NORTE;NE;NORDESTE;-2488.196
2026-01-01 09:00:00;N;NORTE;SE;SUDESTE;1984.237
2026-01-01 09:00:00;NE;NORDESTE;SE;SUDESTE;1084.67
2026-01-01 09:00:00;SE;SUDESTE;S;SUL;2019.517
2026-01-01 10:00:00;N;NORTE;NE;NORDESTE;-2036.249
2026-01-01 10:00:00;N;NORTE;SE;SUDESTE;1855.369
2026-01-01 10:00:00;NE;NORDESTE;SE;SUDESTE;338.035
2026-01-01 10:00:00;SE;SUDESTE;S;SUL;1318.62899999
2026-01-01 11:00:00;N;NORTE;NE;NORDESTE;-2145.87
2026-01-01 11:00:00;N;NORTE;SE;SUDESTE;1956.594
2026-01-01 11:00:00;NE;NORDESTE;SE;SUDESTE;333.175
2026-01-01 11:00:00;SE;SUDESTE;S;SUL;954.753
2026-01-01 12:00:00;N;NORTE;NE;NORDESTE;-2316.48999999
2026-01-01 12:00:00;N;NORTE;SE;SUDESTE;2089.388
2026-01-01 12:00:00;NE;NORDESTE;SE;SUDESTE;513.684
2026-01-01 12:00:00;SE;SUDESTE;S;SUL;1024.208
2026-01-01 13:00:00;N;NORTE;NE;NORDESTE;-2572.826
2026-01-01 13:00:00;N;NORTE;SE;SUDESTE;2366.45899999
2026-01-01 13:00:00;NE;NORDESTE;SE;SUDESTE;732.639
2026-01-01 13:00:00;SE;SUDESTE;S;SUL;1225.24499999
2026-01-01 14:00:00;N;NORTE;NE;NORDESTE;-3125.218
2026-01-01 14:00:00;N;NORTE;SE;SUDESTE;2672.175
2026-01-01 14:00:00;NE;NORDESTE;SE;SUDESTE;1462.931
2026-01-01 14:00:00;SE;SUDESTE;S;SUL;1467.704
2026-01-01 15:00:00;N;NORTE;NE;NORDESTE;-3790.466
2026-01-01 15:00:00;N;NORTE;SE;SUDESTE;2816.694
2026-01-01 15:00:00;NE;NORDESTE;SE;SUDESTE;2095.216
2026-01-01 15:00:00;SE;SUDESTE;S;SUL;2191.486
2026-01-01 16:00:00;N;NORTE;NE;NORDESTE;-2941.75
2026-01-01 16:00:00;N;NORTE;SE;SUDESTE;2512.251
2026-01-01 16:00:00;NE;NORDESTE;SE;SUDESTE;1031.766
2026-01-01 16:00:00;SE;SUDESTE;S;SUL;2130.494
2026-01-01 17:00:00;N;NORTE;NE;NORDESTE;-1072.253
2026-01-01 17:00:00;N;NORTE;SE;SUDESTE;2161.54
2026-01-01 17:00:00;NE;NORDESTE;SE;SUDESTE;410.557
2026-01-01 17:00:00;SE;SUDESTE;S;SUL;610.701
2026-01-01 18:00:00;N;NORTE;NE;NORDESTE;-139.202
2026-01-01 18:00:00;N;NORTE;SE;SUDESTE;2528.66199999
2026-01-01 18:00:00;NE;NORDESTE;SE;SUDESTE;952.951
2026-01-01 18:00:00;SE;SUDESTE;S;SUL;-1362.45599999
2026-01-01 19:00:00;N;NORTE;NE;NORDESTE;-208.695
2026-01-01 19:00:00;N;NORTE;SE;SUDESTE;3242.63
2026-01-01 19:00:00;NE;NORDESTE;SE;SUDESTE;2004.085
2026-01-01 19:00:00;SE;SUDESTE;S;SUL;-1681.079
2026-01-01 20:00:00;N;NORTE;NE;NORDESTE;298.967
2026-01-01 20:00:00;N;NORTE;SE;SUDESTE;4239.209
2026-01-01 20:00:00;NE;NORDESTE;SE;SUDESTE;1931.047
2026-01-01 20:00:00;SE;SUDESTE;S;SUL;-682.131
2026-01-01 21:00:00;N;NORTE;NE;NORDESTE;1289.92699999
2026-01-01 21:00:00;N;NORTE;SE;SUDESTE;4880.448
2026-01-01 21:00:00;NE;NORDESTE;SE;SUDESTE;1793.124
2026-01-01 21:00:00;SE;SUDESTE;S;SUL;-111.367
2026-01-01 22:00:00;N;NORTE;NE;NORDESTE;2122.473
2026-01-01 22:00:00;N;NORTE;SE;SUDESTE;4567.54299999
2026-01-01 22:00:00;NE;NORDESTE;SE;SUDESTE;728.0
2026-01-01 22:00:00;SE;SUDESTE;S;SUL;-931.501
2026-01-01 23:00:00;N;NORTE;NE;NORDESTE;2511.445
2026-01-01 23:00:00;N;NORTE;SE;SUDESTE;4135.572
2026-01-01 23:00:00;NE;NORDESTE;SE;SUDESTE;-432.689
2026-01-01 23:00:00;SE;SUDESTE;S;SUL;-1440.66
2026-01-02 00:00:00;N;NORTE;NE;NORDESTE;2974.374
2026-01-02 00:00:00;N;NORTE;SE;SUDESTE;3520.173
2026-01-02 00:00:00;NE;NORDESTE;SE;SUDESTE;-1472.73
2026-01-02 00:00:00;SE;SUDESTE;S;SUL;-3002.25
2026-01-02 01:00:00;N;NORTE;NE;NORDESTE;3025.703
2026-01-02 01:00:00;N;NORTE;SE;SUDESTE;2830.363
2026-01-02 01:00:00;NE;NORDESTE;SE;SUDESTE;-2299.708
2026-01-02 01:00:00;SE;SUDESTE;S;SUL;-3914.145
2026-01-02 02:00:00;N;NORTE;NE;NORDESTE;3244.201
2026-01-02 02:00:00;N;NORTE;SE;SUDESTE;1238.086
2026-01-02 02:00:00;NE;NORDESTE;SE;SUDESTE;-3138.191
2026-01-02 02:00:00;SE;SUDESTE;S;SUL;-4336.52499999
2026-01-02 03:00:00;N;NORTE;NE;NORDESTE;3114.348
2026-01-02 03:00:00;N;NORTE;SE;SUDESTE;177.57
2026-01-02 03:00:00;NE;NORDESTE;SE;SUDESTE;-3458.059
2026-01-02 03:00:00;SE;SUDESTE;S;SUL;-4650.34
2026-01-02 04:00:00;N;NORTE;NE;NORDESTE;2836.378
2026-01-02 04:00:00;N;NORTE;SE;SUDESTE;-259.461
2026-01-02 04:00:00;NE;NORDESTE;SE;SUDESTE;-3598.37
2026-01-02 04:00:00;SE;SUDESTE;S;SUL;-4725.819
2026-01-02 05:00:00;N;NORTE;NE;NORDESTE;2008.218
2026-01-02 05:00:00;N;NORTE;SE;SUDESTE;-707.387
2026-01-02 05:00:00;NE;NORDESTE;SE;SUDESTE;-2947.547
2026-01-02 05:00:00;SE;SUDESTE;S;SUL;-4888.924
2026-01-02 06:00:00;N;NORTE;NE;NORDESTE;-252.248
2026-01-02 06:00:00;N;NORTE;SE;SUDESTE;-478.794
2026-01-02 06:00:00;NE;NORDESTE;SE;SUDESTE;-1031.794
2026-01-02 06:00:00;SE;SUDESTE;S;SUL;-3788.823
2026-01-02 07:00:00;N;NORTE;NE;NORDESTE;-2288.11499999
2026-01-02 07:00:00;N;NORTE;SE;SUDESTE;1179.98
2026-01-02 07:00:00;NE;NORDESTE;SE;SUDESTE;1325.328
2026-01-02 07:00:00;SE;SUDESTE;S;SUL;932.26
2026-01-02 08:00:00;N;NORTE;NE;NORDESTE;-2415.504
2026-01-02 08:00:00;N;NORTE;SE;SUDESTE;1592.093
2026-01-02 08:00:00;NE;NORDESTE;SE;SUDESTE;1341.401
2026-01-02 08:00:00;SE;SUDESTE;S;SUL;1497.463
2026-01-02 09:00:00;N;NORTE;NE;NORDESTE;-2455.58
2026-01-02 09:00:00;N;NORTE;SE;SUDESTE;1652.355
2026-01-02 09:00:00;NE;NORDESTE;SE;SUDESTE;1453.128
2026-01-02 09:00:00;SE;SUDESTE;S;SUL;983.949
2026-01-02 10:00:00;N;NORTE;NE;NORDESTE;-2244.236
2026-01-02 10:00:00;N;NORTE;SE;SUDESTE;1497.431
2026-01-02 10:00:00;NE;NORDESTE;SE;SUDESTE;1124.635
2026-01-02 10:00:00;SE;SUDESTE;S;SUL;817.19
2026-01-02 11:00:00;N;NORTE;NE;NORDESTE;-2311.455
2026-01-02 11:00:00;N;NORTE;SE;SUDESTE;1651.801
2026-01-02 11:00:00;NE;NORDESTE;SE;SUDESTE;1165.967
2026-01-02 11:00:00;SE;SUDESTE;S;SUL;786.587
2026-01-02 12:00:00;N;NORTE;NE;NORDESTE;-2673.031
2026-01-02 12:00:00;N;NORTE;SE;SUDESTE;1805.995
2026-01-02 12:00:00;NE;NORDESTE;SE;SUDESTE;1777.916
2026-01-02 12:00:00;SE;SUDESTE;S;SUL;1156.961
2026-01-02 13:00:00;N;NORTE;NE;NORDESTE;-2888.191
2026-01-02 13:00:00;N;NORTE;SE;SUDESTE;1580.834
2026-01-02 13:00:00;NE;NORDESTE;SE;SUDESTE;1841.941
2026-01-02 13:00:00;SE;SUDESTE;S;SUL;1297.592
2026-01-02 14:00:00;N;NORTE;NE;NORDESTE;-3370.455
2026-01-02 14:00:00;N;NORTE;SE;SUDESTE;1567.382
2026-01-02 14:00:00;NE;NORDESTE;SE;SUDESTE;2472.286
2026-01-02 14:00:00;SE;SUDESTE;S;SUL;1531.499
2026-01-02 15:00:00;N;NORTE;NE;NORDESTE;-3014.258
2026-01-02 15:00:00;N;NORTE;SE;SUDESTE;1177.497
2026-01-02 15:00:00;NE;NORDESTE;SE;SUDESTE;2035.709
2026-01-02 15:00:00;SE;SUDESTE;S;SUL;687.588
2026-01-02 16:00:00;N;NORTE;NE;NORDESTE;-1445.076
2026-01-02 16:00:00;N;NORTE;SE;SUDESTE;1640.175
2026-01-02 16:00:00;NE;NORDESTE;SE;SUDESTE;1522.169
2026-01-02 16:00:00;SE;SUDESTE;S;SUL;-327.053
2026-01-02 17:00:00;N;NORTE;NE;NORDESTE;-352.58
2026-01-02 17:00:00;N;NORTE;SE;SUDESTE;2271.841
2026-01-02 17:00:00;NE;NORDESTE;SE;SUDESTE;809.252
2026-01-02 17:00:00;SE;SUDESTE;S;SUL;-1386.566
2026-01-02 18:00:00;N;NORTE;NE;NORDESTE;447.937
2026-01-02 18:00:00;N;NORTE;SE;SUDESTE;3885.206
2026-01-02 18:00:00;NE;NORDESTE;SE;SUDESTE;1209.468
2026-01-02 18:00:00;SE;SUDESTE;S;SUL;-1241.471
2026-01-02 19:00:00;N;NORTE;NE;NORDESTE;1347.403
2026-01-02 19:00:00;N;NORTE;SE;SUDESTE;4057.828
2026-01-02 19:00:00;NE;NORDESTE;SE;SUDESTE;1678.694
2026-01-02 19:00:00;SE;SUDESTE;S;SUL;-825.831
2026-01-02 20:00:00;N;NORTE;NE;NORDESTE;1455.487
2026-01-02 20:00:00;N;NORTE;SE;SUDESTE;4122.338
2026-01-02 20:00:00;NE;NORDESTE;SE;SUDESTE;2322.806
2026-01-02 20:00:00;SE;SUDESTE;S;SUL;898.32
2026-01-02 21:00:00;N;NORTE;NE;NORDESTE;1943.555
2026-01-02 21:00:00;N;NORTE;SE;SUDESTE;3654.855
2026-01-02 21:00:00;NE;NORDESTE;SE;SUDESTE;1497.524
2026-01-02 21:00:00;SE;SUDESTE;S;SUL;598.349
2026-01-02 22:00:00;N;NORTE;NE;NORDESTE;2186.442
2026-01-02 22:00:00;N;NORTE;SE;SUDESTE;3059.564
2026-01-02 22:00:00;NE;NORDESTE;SE;SUDESTE;651.219
2026-01-02 22:00:00;SE;SUDESTE;S;SUL;191.408
2026-01-02 23:00:00;N;NORTE;NE;NORDESTE;2333.29599999
2026-01-02 23:00:00;N;NORTE;SE;SUDESTE;2540.368
2026-01-02 23:00:00;NE;NORDESTE;SE;SUDESTE;-508.024
2026-01-02 23:00:00;SE;SUDESTE;S;SUL;-1192.242
2026-01-03 00:00:00;N;NORTE;NE;NORDESTE;2772.053
2026-01-03 00:00:00;N;NORTE;SE;SUDESTE;2167.87
2026-01-03 00:00:00;NE;NORDESTE;SE;SUDESTE;-1531.223
2026-01-03 00:00:00;SE;SUDESTE;S;SUL;-2271.246
2026-01-03 01:00:00;N;NORTE;NE;NORDESTE;2556.096
2026-01-03 01:00:00;N;NORTE;SE;SUDESTE;1876.817
2026-01-03 01:00:00;NE;NORDESTE;SE;SUDESTE;-1693.532
2026-01-03 01:00:00;SE;SUDESTE;S;SUL;-2811.854
2026-01-03 02:00:00;N;NORTE;NE;NORDESTE;2199.71
2026-01-03 02:00:00;N;NORTE;SE;SUDESTE;1199.221
2026-01-03 02:00:00;NE;NORDESTE;SE;SUDESTE;-1737.661
2026-01-03 02:00:00;SE;SUDESTE;S;SUL;-3285.278
2026-01-03 03:00:00;N;NORTE;NE;NORDESTE;1879.145
2026-01-03 03:00:00;N;NORTE;SE;SUDESTE;603.91099999
2026-01-03 03:00:00;NE;NORDESTE;SE;SUDESTE;-2352.306
2026-01-03 03:00:00;SE;SUDESTE;S;SUL;-4344.934
2026-01-03 04:00:00;N;NORTE;NE;NORDESTE;1471.03
2026-01-03 04:00:00;N;NORTE;SE;SUDESTE;-59.548
2026-01-03 04:00:00;NE;NORDESTE;SE;SUDESTE;-3072.531
2026-01-03 04:00:00;SE;SUDESTE;S;SUL;-5090.895
2026-01-03 05:00:00;N;NORTE;NE;NORDESTE;898.834
2026-01-03 05:00:00;N;NORTE;SE;SUDESTE;-858.976
2026-01-03 05:00:00;NE;NORDESTE;SE;SUDESTE;-3089.843
2026-01-03 05:00:00;SE;SUDESTE;S;SUL;-5408.81499999
2026-01-03 06:00:00;N;NORTE;NE;NORDESTE;-168.095
2026-01-03 06:00:00;N;NORTE;SE;SUDESTE;-422.946
2026-01-03 06:00:00;NE;NORDESTE;SE;SUDESTE;-1238.181
2026-01-03 06:00:00;SE;SUDESTE;S;SUL;-4422.61399999
2026-01-03 07:00:00;N;NORTE;NE;NORDESTE;-2096.927
2026-01-03 07:00:00;N;NORTE;SE;SUDESTE;769.17
2026-01-03 07:00:00;NE;NORDESTE;SE;SUDESTE;1116.92699999
2026-01-03 07:00:00;SE;SUDESTE;S;SUL;-1682.888
2026-01-03 08:00:00;N;NORTE;NE;NORDESTE;-2996.154
2026-01-03 08:00:00;N;NORTE;SE;SUDESTE;1431.674
2026-01-03 08:00:00;NE;NORDESTE;SE;SUDESTE;2314.565
2026-01-03 08:00:00;SE;SUDESTE;S;SUL;-309.168
2026-01-03 09:00:00;N;NORTE;NE;NORDESTE;-3181.356
2026-01-03 09:00:00;N;NORTE;SE;SUDESTE;1585.818
2026-01-03 09:00:00;NE;NORDESTE;SE;SUDESTE;2531.967
2026-01-03 09:00:00;SE;SUDESTE;S;SUL;391.276
2026-01-03 10:00:00;N;NORTE;NE;NORDESTE;-2647.823
2026-01-03 10:00:00;N;NORTE;SE;SUDESTE;1402.684
2026-01-03 10:00:00;NE;NORDESTE;SE;SUDESTE;1973.908
2026-01-03 10:00:00;SE;SUDESTE;S;SUL;278.75599999
2026-01-03 11:00:00;N;NORTE;NE;NORDESTE;-2315.699
2026-01-03 11:00:00;N;NORTE;SE;SUDESTE;1185.544
2026-01-03 11:00:00;NE;NORDESTE;SE;SUDESTE;1446.686
2026-01-03 11:00:00;SE;SUDESTE;S;SUL;169.36699999
2026-01-03 12:00:00;N;NORTE;NE;NORDESTE;-2161.772
2026-01-03 12:00:00;N;NORTE;SE;SUDESTE;1025.099
2026-01-03 12:00:00;NE;NORDESTE;SE;SUDESTE;1030.032
2026-01-03 12:00:00;SE;SUDESTE;S;SUL;-161.854
2026-01-03 13:00:00;N;NORTE;NE;NORDESTE;-2395.17299999
2026-01-03 13:00:00;N;NORTE;SE;SUDESTE;1244.505
2026-01-03 13:00:00;NE;NORDESTE;SE;SUDESTE;1079.038
2026-01-03 13:00:00;SE;SUDESTE;S;SUL;3.439
2026-01-03 14:00:00;N;NORTE;NE;NORDESTE;-2883.686
2026-01-03 14:00:00;N;NORTE;SE;SUDESTE;1333.972
2026-01-03 14:00:00;NE;NORDESTE;SE;SUDESTE;1469.914
2026-01-03 14:00:00;SE;SUDESTE;S;SUL;-40.202
2026-01-03 15:00:00;N;NORTE;NE;NORDESTE;-3283.222
2026-01-03 15:00:00;N;NORTE;SE;SUDESTE;1304.605
2026-01-03 15:00:00;NE;NORDESTE;SE;SUDESTE;2178.462
2026-01-03 15:00:00;SE;SUDESTE;S;SUL;346.696
2026-01-03 16:00:00;N;NORTE;NE;NORDESTE;-2369.963
2026-01-03 16:00:00;N;NORTE;SE;SUDESTE;1579.357
2026-01-03 16:00:00;NE;NORDESTE;SE;SUDESTE;1455.266
2026-01-03 16:00:00;SE;SUDESTE;S;SUL;596.197
2026-01-03 17:00:00;N;NORTE;NE;NORDESTE;-1124.31
2026-01-03 17:00:00;N;NORTE;SE;SUDESTE;3406.393
2026-01-03 17:00:00;NE;NORDESTE;SE;SUDESTE;522.07899999
2026-01-03 17:00:00;SE;SUDESTE;S;SUL;-387.979
2026-01-03 18:00:00;N;NORTE;NE;NORDESTE;76.328
2026-01-03 18:00:00;N;NORTE;SE;SUDESTE;4154.41299999
2026-01-03 18:00:00;NE;NORDESTE;SE;SUDESTE;712.468
2026-01-03 18:00:00;SE;SUDESTE;S;SUL;-2509.962
2026-01-03 19:00:00;N;NORTE;NE;NORDESTE;535.05499999
2026-01-03 19:00:00;N;NORTE;SE;SUDESTE;4568.029
2026-01-03 19:00:00;NE;NORDESTE;SE;SUDESTE;1199.646
2026-01-03 19:00:00;SE;SUDESTE;S;SUL;-2875.774
2026-01-03 20:00:00;N;NORTE;NE;NORDESTE;410.081
2026-01-03 20:00:00;N;NORTE;SE;SUDESTE;3949.586
2026-01-03 20:00:00;NE;NORDESTE;SE;SUDESTE;712.009
2026-01-03 20:00:00;SE;SUDESTE;S;SUL;-2821.005
2026-01-03 21:00:00;N;NORTE;NE;NORDESTE;438.085
2026-01-03 21:00:00;N;NORTE;SE;SUDESTE;2888.865
2026-01-03 21:00:00;NE;NORDESTE;SE;SUDESTE;-710.382
2026-01-03 21:00:00;SE;SUDESTE;S;SUL;-3383.327
2026-01-03 22:00:00;N;NORTE;NE;NORDESTE;857.983
2026-01-03 22:00:00;N;NORTE;SE;SUDESTE;1883.674
2026-01-03 22:00:00;NE;NORDESTE;SE;SUDESTE;-2047.845
2026-01-03 22:00:00;SE;SUDESTE;S;SUL;-4087.134
2026-01-03 23:00:00;N;NORTE;NE;NORDESTE;2103.449
2026-01-03 23:00:00;N;NORTE;SE;SUDESTE;695.478
2026-01-03 23:00:00;NE;NORDESTE;SE;SUDESTE;-2913.112
2026-01-03 23:00:00;SE;SUDESTE;S;SUL;-4938.957
2026-01-04 00:00:00;N;NORTE;NE;NORDESTE;2700.70899999
2026-01-04 00:00:00;N;NORTE;SE;SUDESTE;535.618
2026-01-04 00:00:00;NE;NORDESTE;SE;SUDESTE;-3459.104
2026-01-04 00:00:00;SE;SUDESTE;S;SUL;-5727.663
2026-01-04 01:00:00;N;NORTE;NE;NORDESTE;3182.044
2026-01-04 01:00:00;N;NORTE;SE;SUDESTE;46.594
2026-01-04 01:00:00;NE;NORDESTE;SE;SUDESTE;-3385.251
2026-01-04 01:00:00;SE;SUDESTE;S;SUL;-5954.36
2026-01-04 02:00:00;N;NORTE;NE;NORDESTE;2785.455
2026-01-04 02:00:00;N;NORTE;SE;SUDESTE;-550.153
2026-01-04 02:00:00;NE;NORDESTE;SE;SUDESTE;-3395.924
2026-01-04 02:00:00;SE;SUDESTE;S;SUL;-6093.73
2026-01-04 03:00:00;N;NORTE;NE;NORDESTE;1986.272
2026-01-04 03:00:00;N;NORTE;SE;SUDESTE;-989.024
2026-01-04 03:00:00;NE;NORDESTE;SE;SUDESTE;-3542.039
2026-01-04 03:00:00;SE;SUDESTE;S;SUL;-6463.473
2026-01-04 04:00:00;N;NORTE;NE;NORDESTE;1741.605
2026-01-04 04:00:00;N;NORTE;SE;SUDESTE;-978.906
2026-01-04 04:00:00;NE;NORDESTE;SE;SUDESTE;-3144.266
2026-01-04 04:00:00;SE;SUDESTE;S;SUL;-6601.275
2026-01-04 05:00:00;N;NORTE;NE;NORDESTE;1147.522
2026-01-04 05:00:00;N;NORTE;SE;SUDESTE;-759.606
2026-01-04 05:00:00;NE;NORDESTE;SE;SUDESTE;-2173.659
2026-01-04 05:00:00;SE;SUDESTE;S;SUL;-6065.258
2026-01-04 06:00:00;N;NORTE;NE;NORDESTE;-138.733
2026-01-04 06:00:00;N;NORTE;SE;SUDESTE;-298.81
2026-01-04 06:00:00;NE;NORDESTE;SE;SUDESTE;-875.18
2026-01-04 06:00:00;SE;SUDESTE;S;SUL;-4700.92
2026-01-04 07:00:00;N;NORTE;NE;NORDESTE;-1961.249
2026-01-04 07:00:00;N;NORTE;SE;SUDESTE;226.906
2026-01-04 07:00:00;NE;NORDESTE;SE;SUDESTE;571.75699999
2026-01-04 07:00:00;SE;SUDESTE;S;SUL;-2604.187
2026-01-04 08:00:00;N;NORTE;NE;NORDESTE;-2004.412
2026-01-04 08:00:00;N;NORTE;SE;SUDESTE;642.267
2026-01-04 08:00:00;NE;NORDESTE;SE;SUDESTE;1099.589
2026-01-04 08:00:00;SE;SUDESTE;S;SUL;-1728.754
2026-01-04 09:00:00;N;NORTE;NE;NORDESTE;-2179.405
2026-01-04 09:00:00;N;NORTE;SE;SUDESTE;1079.45
2026-01-04 09:00:00;NE;NORDESTE;SE;SUDESTE;1474.586
2026-01-04 09:00:00;SE;SUDESTE;S;SUL;-1444.77
2026-01-04 10:00:00;N;NORTE;NE;NORDESTE;-1962.371
2026-01-04 10:00:00;N;NORTE;SE;SUDESTE;1106.467
2026-01-04 10:00:00;NE;NORDESTE;SE;SUDESTE;1013.267
2026-01-04 10:00:00;SE;SUDESTE;S;SUL;-1253.71
2026-01-04 11:00:00;N;NORTE;NE;NORDESTE;-1907.323
2026-01-04 11:00:00;N;NORTE;SE;SUDESTE;1105.155
2026-01-04 11:00:00;NE;NORDESTE;SE;SUDESTE;953.356
2026-01-04 11:00:00;SE;SUDESTE;S;SUL;-1081.834
2026-01-04 12:00:00;N;NORTE;NE;NORDESTE;-1817.029
2026-01-04 12:00:00;N;NORTE;SE;SUDESTE;1159.056
2026-01-04 12:00:00;NE;NORDESTE;SE;SUDESTE;975.656
2026-01-04 12:00:00;SE;SUDESTE;S;SUL;-1443.621
2026-01-04 13:00:00;N;NORTE;NE;NORDESTE;-1948.998
2026-01-04 13:00:00;N;NORTE;SE;SUDESTE;1083.971
2026-01-04 13:00:00;NE;NORDESTE;SE;SUDESTE;964.776
2026-01-04 13:00:00;SE;SUDESTE;S;SUL;-1852.68
2026-01-04 14:00:00;N;NORTE;NE;NORDESTE;-2105.515
2026-01-04 14:00:00;N;NORTE;SE;SUDESTE;1073.47499999
2026-01-04 14:00:00;NE;NORDESTE;SE;SUDESTE;1134.35899999
2026-01-04 14:00:00;SE;SUDESTE;S;SUL;-2003.086
2026-01-04 15:00:00;N;NORTE;NE;NORDESTE;-2594.011
2026-01-04 15:00:00;N;NORTE;SE;SUDESTE;1121.385
2026-01-04 15:00:00;NE;NORDESTE;SE;SUDESTE;1451.683
2026-01-04 15:00:00;SE;SUDESTE;S;SUL;-1462.824
2026-01-04 16:00:00;N;NORTE;NE;NORDESTE;-2469.98999999
2026-01-04 16:00:00;N;NORTE;SE;SUDESTE;831.38
2026-01-04 16:00:00;NE;NORDESTE;SE;SUDESTE;953.392
2026-01-04 16:00:00;SE;SUDESTE;S;SUL;-1566.914
2026-01-04 17:00:00;N;NORTE;NE;NORDESTE;-1331.26299999
2026-01-04 17:00:00;N;NORTE;SE;SUDESTE;734.917
2026-01-04 17:00:00;NE;NORDESTE;SE;SUDESTE;436.143
2026-01-04 17:00:00;SE;SUDESTE;S;SUL;-2882.516
2026-01-04 18:00:00;N;NORTE;NE;NORDESTE;-59.441
2026-01-04 18:00:00;N;NORTE;SE;SUDESTE;2062.493
2026-01-04 18:00:00;NE;NORDESTE;SE;SUDESTE;1076.43699999
2026-01-04 18:00:00;SE;SUDESTE;S;SUL;-3761.287
2026-01-04 19:00:00;N;NORTE;NE;NORDESTE;613.836
2026-01-04 19:00:00;N;NORTE;SE;SUDESTE;4225.965
2026-01-04 19:00:00;NE;NORDESTE;SE;SUDESTE;1668.361
2026-01-04 19:00:00;SE;SUDESTE;S;SUL;-3030.047
2026-01-04 20:00:00;N;NORTE;NE;NORDESTE;1415.897
2026-01-04 20:00:00;N;NORTE;SE;SUDESTE;4788.26
2026-01-04 20:00:00;NE;NORDESTE;SE;SUDESTE;1871.255
2026-01-04 20:00:00;SE;SUDESTE;S;SUL;-2441.389
2026-01-04 21:00:00;N;NORTE;NE;NORDESTE;2046.181
2026-01-04 21:00:00;N;NORTE;SE;SUDESTE;4777.745
2026-01-04 21:00:00;NE;NORDESTE;SE;SUDESTE;1471.439
2026-01-04 21:00:00;SE;SUDESTE;S;SUL;-2601.35399999
2026-01-04 22:00:00;N;NORTE;NE;NORDESTE;2147.001
2026-01-04 22:00:00;N;NORTE;SE;SUDESTE;4048.386
2026-01-04 22:00:00;NE;NORDESTE;SE;SUDESTE;609.434
2026-01-04 22:00:00;SE;SUDESTE;S;SUL;-3384.019
2026-01-04 23:00:00;N;NORTE;NE;NORDESTE;1734.247
2026-01-04 23:00:00;N;NORTE;SE;SUDESTE;2447.919
2026-01-04 23:00:00;NE;NORDESTE;SE;SUDESTE;-1025.98399999
2026-01-04 23:00:00;SE;SUDESTE;S;SUL;-3937.309
2026-01-05 00:00:00;N;NORTE;NE;NORDESTE;1584.675
2026-01-05 00:00:00;N;NORTE;SE;SUDESTE;1946.875
2026-01-05 00:00:00;NE;NORDESTE;SE;SUDESTE;-1712.342
2026-01-05 00:00:00;SE;SUDESTE;S;SUL;-5318.087
2026-01-05 01:00:00;N;NORTE;NE;NORDESTE;1649.481
